LeagueIndex,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed,DummyMain,>20?
3,20,100,88.0062,0.001717493,0.000251341,1,0,0.00016756,0.003518767,82.5817,60.1905,4.3452,38,0.0013405,6,0,0,0,1
2,20,180,91.8954,0.00102373,7.87E-05,0,2.62E-05,0.00049874,0.002939941,36.0721,58.4643,5.4554,14,0.00094498,5,0,0,1,0
4,8,650,209.8026,0.008836632,0.000255605,4,1.83E-05,3.65E-05,0.005239904,16.4755,36.2369,5.8432,22,0.0016432,6,0,7.30E-05,1,0
4,6,150,61.9542,0.000274585,0.000128139,2,0,0.00029289,0.003514681,39.7906,62.4792,3.3073,20,0.00060409,3,0,9.15E-05,1,0
2,12,400,103.2642,0.000851666,7.22E-05,1,5.77E-05,0.000765056,0.002988048,39.3204,66.8599,6.2609,22,0.0014002,6,0,0,1,0
2,10,60,71.7522,0.001606426,0.00021625,7,0,0.000262589,0.002270621,46.0274,87.9184,5.3537,28,0.0019771,5,0,0,1,1
6,36,2000,124.098,0.005349576,0.000357521,5,0.000304555,0.000503178,0.00503178,45.9842,43.8105,3.5105,22,0.00088718,5,0,0,1,1
4,12,750,71.7912,0.0015422,0.000163567,4,0.00010515,0.000233667,0.002827367,48.5643,81.2397,4.2934,17,0.00065427,8,0,0,0,0
2,8,40,37.3692,0.000464329,0.000191194,2,2.73E-05,0.000136567,0.001775374,84.8125,116.3692,3.7692,12,0.00057358,3,0,0,0,0
6,24,1000,140.874,0.008515338,0.000516621,8,0.000311754,0.000249403,0.003643068,39.902,52.2249,5.0122,28,0.00065914,7,0,7.13E-05,0,0
3,14,500,104.1798,0.004128264,0.000408026,3,4.80E-05,3.60E-05,0.003360215,37.4337,67.7571,4.7714,24,0.0012961,4,0,0,1,1
5,6,200,143.4288,0.009291142,0.000504631,2,5.94E-05,2.97E-05,0.003057469,35.8824,54.7184,5.9515,15,0.0007421,4,0,0.00023747,0,1
3,12,800,64.548,0.00170409,0.000225541,0,0.000563853,0.000338312,0.002455894,42.3385,75.5102,4.3316,22,0.00086457,6,0,0,0,1
3,20,700,52.869,0.000342091,0.000159642,3,0,0.000296479,0.002303412,38.48,91.2871,4.2574,14,0.00057015,7,0,6.84E-05,0,1
6,24,730,155.502,0.007781649,0.00087108,7,4.36E-05,0.000333914,0.002976191,28.3922,54.1073,7.4,15,0.00062427,5,0,0.00029036,0,1
3,16,800,85.2612,0.001956197,0.000334225,2,0,0.000176942,0.0028704,61.9931,77.9315,5.4692,33,0.00096335,10,0,0,1,1
5,14,200,109.7646,0.00233827,0.000240704,4,3.44E-05,0.000366787,0.005398652,21.2511,42.879,3.4586,22,0.00097428,7,0,0.00041264,0,0
6,12,600,213.3366,0.008961864,0.000487288,5,4.24E-05,0.000699153,0.005317797,24.624,33.5777,5.6215,24,0.0040254,6,0,0,0,0
4,8,400,72.1902,0.000572344,9.81E-05,5,8.18E-05,0.000163527,0.002698195,24.9756,72.3394,4.9152,13,0.00065411,7,0,0,0,0
4,8,500,97.842,0.002561854,0.000276957,3,0.000138479,0.000230798,0.002584934,34.991,57.8214,5.9018,13,0.00078471,5,0,0,0,1
6,24,1400,311.0094,0.035170251,0.000582437,7,0.000537634,0.000462963,0.005212067,12.7931,36.9857,4.4928,19,0.00074671,7,0,0.00053763,0,1
6,28,1500,109.5564,0.003678916,0.000748254,10,6.24E-05,0.000831393,0.002805953,58,66.9926,6.0148,25,0.0012263,6,0,0.00033256,1,0
6,20,1000,137.685,0.001893827,0.000207137,5,7.40E-05,0.000606617,0.003476949,27.9145,52.6809,6.6766,15,0.00073978,7,0,0,0,0
2,8,600,73.743,0.001153937,0.000169048,9,0,0.000492444,0.002410772,62.6667,86.1951,5.75,27,0.00074969,13,2.94E-05,7.35E-06,1,1
4,12,100,63.3156,0.001100548,0.000351239,5,0.000643938,0.000163911,0.002657706,56.3363,92.5639,4.2026,19,0.00081956,8,0,0,1,1
5,4,830,175.2924,0.019475078,0.00010812,3,2.70E-05,0.000527084,0.003067899,53.1327,74.5551,4.2907,15,0.00062169,7,0,0,0,1
5,8,750,181.881,0.01428201,0.00055572,0,9.26E-05,0.000444576,0.003297273,20.8588,60.8764,6.1236,15,0.0012226,5,0,0.00050015,1,0
3,6,200,52.9224,0.000830631,0.000138438,0,0,5.93E-05,0.002491892,46.4,71.9683,3.7302,12,0.00088996,5,0,0,1,0
5,28,1000,90.228,0.001481704,0.00010737,0,2.15E-05,0.000171792,0.002684247,50.6129,76.16,5.872,15,0.0010737,6,0,0,0,1
5,24,500,158.3616,0.00397001,0.000381023,4,0.000307276,0.000884956,0.004351032,28.6006,44.4294,5.7853,24,0.002409,9,0.000159784,8.60E-05,1,0
3,20,600,79.6956,0.001145057,0.000158359,2,2.44E-05,0.000255811,0.002704283,64.4163,73.7658,5.2838,17,0.0016932,8,7.31E-05,0.00054817,0,0
6,28,700,214.8654,0.011556616,0.000602842,3,0.000461752,0.000743933,0.00438664,19.4956,41.3333,6.4006,25,0.0018598,7,0,0,0,0
6,12,1000,119.499,0.002095244,6.50E-05,4,9.42E-05,0.000987526,0.003774688,36.7235,53.3253,5.4191,36,0.00045803,10,3.25E-06,0,1,1
4,8,120,50.838,0.001412899,0.000360151,0,5.54E-05,0.000110816,0.001745346,45.3548,84.5714,4.8095,13,0.0010805,4,0,2.77E-05,1,0
5,28,1200,131.4936,0.00558317,0.000175021,3,0.000367544,0.000192523,0.003867964,53.6909,54.0814,4.8507,18,0.0013477,5,0,0,1,1
3,28,3,69.5748,0.001016455,0.000370707,3,0,0.000239166,0.003623362,57.3775,69.4389,3.3234,18,0.00055008,7,0,0.00049029,0,0
6,10,550,197.07,0.01028481,0.000748375,4,0.000256586,0.002416182,0.003132484,21.1781,56.6143,9.1263,22,0.0018068,6,0,0,0,1
4,24,350,129.3876,0.00400907,0.000525971,3,0,0.000385712,0.003716864,25.388,53.4717,5.5629,23,0.00087662,9,0.000257142,0.00030389,1,0
6,24,1100,206.6238,0.010933844,0.000521166,7,3.19E-05,0.000170177,0.00477558,23.875,46.6281,5.9399,33,0.0019464,6,0,0,1,0
5,8,700,111.2382,0.00334814,0.000447524,1,0.000265199,0.000248624,0.002585693,42.3742,70.9487,7.3974,19,0.0022542,6,0.000182325,6.63E-05,1,0
4,10,350,151.65,0.004145681,0.00057018,4,2.38E-05,0.000213817,0.004145681,44.2989,45.2149,5.6246,19,0.0023045,7,0.000142545,3.56E-05,0,0
6,36,2000,131.3226,0.006835291,0.000617284,6,0.000331226,0.000376393,0.004456489,28.8542,52.3108,4.0169,23,0.00090334,6,0,0.00015056,0,1
3,14,360,112.1214,0.000790701,0.000177908,8,9.88E-06,0.000148257,0.003172689,43.1125,69.8193,6.7445,28,0.001107,8,0.000256978,0.00064244,0,0
5,8,500,67.332,0.002098093,0.000217984,2,0,0.000326976,0.002697548,46.9796,78.0606,3.8687,12,0.00057221,4,0,2.72E-05,0,1
6,12,450,136.6296,0.003338241,0.000469639,5,5.08E-05,0.000939277,0.003985581,34.8115,57.6178,5.4618,26,0.0019928,8,0,0,0,1
2,6,800,71.4978,0.00162754,0.000283587,6,0.000443875,0.000382225,0.00244131,61.6244,89.2727,4.9091,16,0.00078911,7,0,0,0,0
5,20,70,98.4912,0.002556991,0.000509231,7,5.42E-05,6.50E-05,0.003640461,33.1821,59.3929,4.5595,23,0.0011593,8,9.75E-05,0.00042255,0,0
5,8,800,164.571,0.003381806,0.000497877,4,5.64E-05,0.00016909,0.006040281,26.9159,42.1586,4.4323,27,0.0014373,10,6.58E-05,0,0,1
4,14,700,72.2544,0.002398903,0.000561648,6,0.000161831,0.000247506,0.002513137,47.6806,95.6818,4.6742,24,0.00070444,6,0,0,0,1
3,12,200,52.3182,0.001140934,0.000406095,4,0.000154703,0.000174041,0.002281869,46.7692,88.339,3.9237,16,0.00073484,6,0,5.80E-05,0,1
3,8,125,87.4092,0.000751315,0.000187829,4,0,0.000532181,0.003130478,45.2121,84.76,4.96,9,0.00081392,3,0,0,1,0
6,56,2300,165.303,0.008616991,0.000691266,7,4.77E-05,0.00029796,0.004612414,29.9067,42.9044,4.8088,23,0.00087004,7,0,0,0,1
5,24,800,158.0754,0.004966318,0.000515535,4,0.000103107,0.000962332,0.00439923,19.4353,38.7031,5.6836,22,0.0018731,7,0,0,1,0
4,4,1000,118.3608,0.005457091,0.000489124,5,0,6.71E-05,0.00286761,36.094,79.6923,6.1438,25,0.00059462,5,0,0,0,0
3,10,1000,72.9042,0.003288512,0.000133976,2,0.000109617,0.000146156,0.00261863,51.0467,78.9023,4.1349,17,0.00064552,6,0,0,0,1
5,14,1000,130.7874,0.000872754,8.83E-05,5,8.83E-05,0.000617792,0.003716561,32.0741,45.4776,6.3588,19,0.0013631,7,5.88E-05,8.83E-05,0,0
6,28,1500,178.3326,0.009789157,0.000532618,6,0.000110197,0.000211211,0.00376506,30.9535,51.961,6.5488,27,0.001001,10,0.00047752,0.00020203,1,1
3,20,800,77.5146,0.001677363,0.000352489,5,4.86E-05,0.000449728,0.002977927,34.6066,80.1633,4.4245,15,0.00069282,5,0.000109393,6.08E-05,1,1
5,14,400,88.4334,0.0017264,0.000362544,4,0.000103584,0.000586976,0.002019888,31.931,84.6154,7.6581,10,0.0011049,6,8.63E-05,0.00015538,0,1
6,28,1300,103.8936,0.003201748,0.00039551,9,0.000376676,0.000226006,0.00276857,24.137,66.0408,6.2381,15,0.0014314,4,0,0,0,1
4,8,600,63.6066,0.001207035,0.000445454,2,0.00027302,0.000747212,0.002500287,47.3064,86.9195,4.5115,16,0.00086217,7,0,0.00017243,1,1
3,6,1000,38.7666,0.000699612,0.000156384,4,8.23E-05,0.00011523,0.002205834,103.4157,111.8358,3.0634,15,0.00067492,7,0,0,1,1
7,28,1250,143.7066,0.007279961,0.000717743,8,0.000256337,0.000225576,0.005547125,32.0741,47.3567,3.5416,34,0.0010356,8,0.000276844,6.15E-05,0,1
4,20,750,114.8028,0.001190084,0.000314362,4,2.25E-05,0.000426634,0.003218467,30.7786,60.9302,6.686,30,0.0007859,8,0.000396695,0.00082333,1,1
6,20,730,134.61,0.005157859,0.000492126,5,9.46E-06,3.79E-05,0.005593201,28.461,41.1574,3.6007,29,0.00098425,8,0.000246063,0.00021767,1,0
5,6,600,107.7972,0.002688287,0.000501387,2,9.60E-05,5.33E-05,0.002656283,52.0161,66.0884,7.3936,23,0.0010028,8,0.000106678,0,0,1
5,10,1000,152.9214,0.00481775,0.000713154,6,0.00022187,0.000396197,0.002503962,33.4013,47.8228,9.4747,25,0.00093502,3,0,0,1,1
6,14,750,161.6112,0.00567189,0.00063021,6,7.16E-05,0.000322267,0.004511731,29.2146,41.473,5.6143,31,0.00065886,9,0,0.00015039,1,0
6,28,550,162.6486,0.003925951,0.001375516,7,4.30E-05,4.30E-05,0.003839982,25.9476,49.8955,6.9142,17,0.00094567,9,0,0.00011463,1,0
4,6,200,80.8956,0.001528311,0.00036344,7,1.86E-05,0.000764156,0.003569165,54.5445,56.3864,3.893,34,0.00063369,7,0,0.00012115,1,0
6,6,500,191.5086,0.003514551,0.000789501,5,0.000152807,0.001086624,0.006349961,26.0295,36.8984,4.9171,35,0.0020968,10,0,0,1,0
6,12,1000,169.4076,0.005310768,0.000543301,8,0.000339563,0.000298816,0.005446594,24.24,42.3541,4.9002,29,0.0029882,7,0,0,1,1
5,6,300,146.9736,0.006694797,9.97E-05,0,6.64E-05,0.000365473,0.004485348,31.3309,44.8,4.5889,21,0.0012625,4,0,0,1,1
5,20,800,109.8738,0.004137531,0.000474367,5,0.000456798,0.001045364,0.003970624,32.9313,55.5398,4.3695,31,0.00086967,11,0.000149338,0.00049194,1,1
4,10,800,126.9336,0.00393931,0.000501114,3,1.39E-05,0.000501114,0.004885858,23.8171,50.1425,4.0912,23,0.0010301,8,0,9.74E-05,1,1
6,20,700,132.6198,0.002717665,0.000226472,6,0.000339708,0.000503271,0.004114243,33.1534,52.7584,5.5413,22,0.0014092,8,6.29E-05,0.00015098,0,1
4,20,300,121.2762,0.005539835,0.000435351,9,1.09E-05,0.000163256,0.003341315,39.3072,62.1368,5.6678,23,0.0012299,6,0.000402699,0.00084893,1,1
5,20,750,117.6066,0.002757403,0.000543331,2,8.15E-05,0.001086661,0.002866069,25.7333,57.2322,7.327,24,0.0012632,6,0.000271665,0.00014942,1,0
4,10,336,83.2626,0.001674547,0.000426845,1,3.28E-05,0.000197006,0.002331232,32.2857,72.169,6.2535,11,0.00075519,3,0,0,0,1
4,2,400,73.7772,0.000248534,4.97E-05,2,0,2.49E-05,0.002783577,57.009,60.1071,5.0089,14,0.00082016,3,0,0,1,0
5,10,800,151.8942,0.008342062,0.0004489,4,0.000112225,0.0004489,0.003104893,26.439,47.759,6.6988,12,0.00101,3,0,0,0,0
5,8,300,61.1094,0.001147152,0.000346123,5,0.000207674,0.000237342,0.002778877,39.9286,90.6619,3.7473,19,0.00060324,5,0,0,0,0
3,24,600,69.7362,0.001258054,0.000317453,6,8.23E-05,5.88E-05,0.002727743,37.4892,78.9655,4.4181,17,0.00087006,6,8.23E-05,5.88E-05,0,0
4,6,800,106.2234,0.002781529,0.00041858,4,0,0.000661626,0.002930057,49.1111,62.5069,6.0415,23,0.0013773,9,6.75E-05,0.00012152,1,1
3,14,90,109.4916,0.003018899,4.06E-05,0,0,0.000148914,0.001719283,30.6349,82.2362,10.3465,11,0.0010695,6,0,0,0,0
3,6,200,91.3188,0.000896803,0.000129971,5,2.60E-05,0.000662854,0.002664414,34.549,74.6732,6.3512,27,0.0012867,7,0.000194957,0.00027294,1,0
5,20,1000,155.262,0.010131882,0.000512874,1,0.001025748,8.37E-05,0.002763241,47.9087,76.1212,6.947,18,0.00045007,6,0,0.0002198,1,1
5,12,800,149.9052,0.003989042,0.000384486,2,4.81E-05,0.00030038,0.004878166,41.521,43.931,4.6847,23,0.0014058,6,0.000204258,0.00012015,0,0
5,12,700,105.0456,0.001560403,0.000478188,8,5.87E-05,0.000218121,0.003481544,23.7295,61.2048,5.3663,22,0.0007802,6,0,0,1,1
2,20,650,88.5954,0.000153546,2.79E-05,4,0.000348967,0.000404802,0.002172902,61.7339,71.0921,7.6595,33,0.00026521,7,0,0,0,1
4,10,500,113.2068,0.004078369,0.000689724,6,9.00E-05,0.000639744,0.003748501,40.3529,61.1307,4.6987,23,0.0013894,8,0.000109956,2.00E-05,1,0
2,24,900,82.5966,0.002204056,0.000413907,1,3.10E-05,0.000434603,0.002690397,56.6486,75.9385,5.1231,24,0.00056912,6,0,3.10E-05,1,0
4,6,250,91.7862,0.001533381,0.000334198,2,0,0.00031454,0.003165055,44.1,68.6957,5.1304,22,0.0014547,6,0,0.00013761,1,1
2,4,24,70.1142,0.000573248,6.37E-05,2,0,0,0.002462845,63.0957,73.5517,5.2328,16,0.00080679,5,0,8.49E-05,0,0
5,16,1000,121.848,0.00331002,0.000514269,4,0.000121554,0.000308561,0.00469387,38.3633,47.5857,4.3327,23,0.001309,9,0,8.42E-05,0,1
2,42,150,94.0596,0.002269377,0.000245688,6,7.11E-05,0.000452582,0.00300644,64.4569,75.3892,5.1957,35,0.00099568,9,0.000148706,0.00017457,0,1
6,0,365,86.1174,0.000396511,0.000330426,3,0,0.000198255,0.002544277,54.3158,66.026,6.1299,11,0.0019165,4,0,0,0,0
1,24,900,46.5588,0.000420496,0.000165195,3,1.50E-05,7.51E-05,0.002222623,42.0136,95.027,3.8108,13,0.00058569,5,0,0.00010512,0,0
2,20,100,53.5938,0.001769937,0.000204786,2,2.93E-05,1.46E-05,0.002706103,65.0217,84.3459,3.1405,11,0.00083377,4,0,0,1,0
2,8,12,39.2142,0.000676108,8.72E-05,6,1.45E-05,0.000348959,0.001991974,89.5385,108.4526,3.4015,36,0.00048709,7,0,0,0,1
1,8,72,70.41,0.001090021,0.000155717,6,0,3.28E-05,0.002704563,103.7568,88.2303,4.5364,28,0.00071302,9,0,0,1,0
4,6,150,133.5432,0.002782931,0.000354687,6,0.000190986,0.000463822,0.003696933,33.0074,60.4871,5.9557,21,0.0013915,7,0,0,1,1
2,28,690,94.2102,0.00197533,0.00056844,3,0,0.000270009,0.002359027,62.9333,72.1205,6.8072,17,0.00092372,6,0,0,0,0
5,6,300,101.7954,0.003141801,0.000537634,3,5.04E-05,0.000705645,0.003125,46.3784,63.4409,5.0645,18,0.00062164,6,0,8.40E-05,1,1
5,8,120,58.101,0.00166022,0.000164198,5,2.74E-05,9.12E-06,0.003648836,69.2632,62.75,2.7675,18,0.00040137,11,0,0,1,0
6,24,700,87.3768,0.002331496,0.00064911,7,1.32E-05,0.000145719,0.003974142,29.1639,61.16,3.6167,18,0.0014439,7,0,0.00042391,0,1
4,2,300,105.609,0.002500335,0.000390677,3,2.23E-05,0.000602759,0.002902174,30.9653,76.6615,5.9308,21,0.00053579,4,0,0,1,0
4,16,500,96.3294,0.00478704,0.000236622,6,0.000163815,0.00010921,0.002657445,43.8897,81.9178,5.1164,15,0.0011103,4,0,0,1,1
3,8,320,56.9916,0.000844194,0.000488744,6,4.44E-05,0.000133294,0.002873223,36.9948,74.1031,3.433,12,0.00078495,4,0,0,1,1
2,72,144,74.52,0.001472848,0.000166496,5,0,0.000102459,0.002574283,56.44,80.0995,4.9502,13,0.00062756,6,0,3.84E-05,0,0
1,8,500,47.9412,0.000569727,0.00011027,4,0.000147026,0.000128648,0.00183783,89.9798,94.68,4.71,15,0.00062486,5,0,0,0,1
3,8,400,48.4512,0.001005562,0.000173801,4,0,0.000322773,0.002433211,46.7282,82.5714,3.5255,23,0.00062072,6,0,6.21E-05,0,1
2,30,125,49.896,0.000252797,1.65E-05,1,0,5.50E-06,0.002286167,67.6916,111.0192,4.149,27,0.0002473,6,3.30E-05,1.65E-05,0,1
1,10,20,48.1542,0.001958751,0.000489688,1,0.000100818,0.000345662,0.002520452,54.8506,101.0971,2.9657,12,0.00048969,7,0,0.00011522,1,0
5,8,730,109.7706,0.002484204,0.000445537,4,1.35E-05,0.000513042,0.003091754,20.4211,61.0306,6.1397,15,0.0010531,5,0,0.00022952,0,0
3,20,750,100.1742,0.000565694,0.000110679,2,2.46E-05,0.001020709,0.003283487,56.9023,65.8427,5.5618,24,0.0010945,7,0,0,0,0
5,8,400,106.4778,0.003435099,0.00060558,7,0.000114851,0.000522052,0.003633478,40.3228,72.5632,4.819,27,0.0013469,9,0.00060558,0.00032367,0,0
6,14,500,244.8762,0.02956753,0.000393155,6,0,0.000150324,0.004290009,40.9405,46.5445,4.0431,21,0.00086725,6,0,0,0,0
4,30,500,75.114,0.002160804,0.000184255,6,1.68E-05,8.38E-05,0.002948074,69.0286,60.9318,4.1932,15,0.00051926,4,0,0,1,1
6,20,650,88.6158,0.002071619,0.000353491,7,0.000180856,8.22E-05,0.004414521,38.7836,53.2216,3.3371,34,0.00094538,7,0,0,1,0
4,12,800,58.0584,0.000686218,0.000144467,3,0,0,0.002492054,57.0588,102.8986,4.2174,7,0.00072233,4,0,3.61E-05,0,1
3,10,500,62.9298,0.00142985,0.000211369,4,0.000310837,0.000596807,0.002138559,52.3275,122.7907,5,24,0.00096981,6,0,2.49E-05,1,1
1,8,150,84.5352,0.002354788,0.000160554,4,3.57E-05,0.000196232,0.003246753,68.1989,63.5824,4.2198,22,0.00067789,5,0,0,0,0
3,8,150,93.0348,0.002176834,0.000236342,7,1.24E-05,0.000447806,0.003806349,32.3279,57.634,3.9641,28,0.00094537,9,6.22E-05,9.95E-05,0,1
5,16,800,125.6172,0.004035395,0.000350058,5,0.000330611,0.000194477,0.003208868,34.3222,59.9515,6.5121,24,0.0014002,10,0.000213925,0.00086542,1,1
4,12,400,85.224,0.001238157,0.000551787,4,0,2.69E-05,0.002947351,31.5229,58.5388,5.0868,13,0.00043066,6,0,0.00028262,0,0
4,8,450,169.0749,0.002183245,0.000185021,3,0.000148017,0.002812315,0.00303434,25.4321,54.2439,9.5854,17,0.00040705,2,0,0,0,0
6,28,1155,149.2314,0.008038688,0.000298915,7,0.00019216,0.000373644,0.003875224,41.2376,51.9339,5.157,25,0.00097147,7,0,0,1,1
3,6,400,103.0074,0.001818654,0.000270633,4,1.08E-05,0.001439768,0.003041916,36.4857,73.7224,5.7402,32,0.0010934,8,0.00016238,0.00020568,0,1
5,20,1700,254.5392,0.022209959,0.000787074,7,0.000244264,0.001528914,0.004460085,27.122,46.9858,5.8884,22,0.0009861,10,0.000316639,0.0011037,0,0
3,24,500,74.0214,0.000349325,8.32E-05,0,3.33E-05,0.000316056,0.003709495,43.3333,60.5202,3.5426,20,0.00074855,7,0,0,0,0
3,28,360,189.465,0.007899934,0.000694902,8,0,3.66E-05,0.003785385,21.8641,49.1401,7.2657,11,0.0012618,3,0,0,1,1
7,10,900,178.8342,0.015910491,0.000391347,7,0.000141141,0.000307945,0.004792394,34.681,46.2276,3.8166,36,0.00070571,10,0,8.98E-05,0,1
2,12,450,47.6664,0.001695374,0.000228823,6,3.12E-05,0.00019762,0.001903395,53.033,112.3497,3.9727,18,0.00053045,9,0,0,1,1
4,28,1000,132.9432,0.005362305,0.000512916,3,2.33E-05,0.000116572,0.003264012,30.8777,61.6571,6.1357,11,0.00074606,4,0,0.0001632,1,1
4,40,500,73.8462,0.001088948,0.000162833,5,8.14E-05,0.000213719,0.003633218,31.2809,59.2381,3.6583,26,0.0011195,6,0,4.07E-05,1,1
3,2,300,75.783,0.000978181,0.000126588,6,0.000207144,1.15E-05,0.002807954,51.358,68.5738,4.8074,22,0.00054088,6,0.000126588,0.00047183,1,1
6,10,650,130.2642,0.002279087,0.000479511,4,0.000366685,0.000276424,0.004552532,23.7122,45.6159,4.7423,32,0.00067696,8,3.95E-05,7.90E-05,0,1
6,8,300,120.1956,0.001712116,0.000365996,6,0.000124066,0.000272946,0.005837324,30.6936,43.3539,3.5569,30,0.00061413,6,0,0,1,1
1,20,20,103.0962,0.000659392,0.000232727,5,0,0,0.002909082,56,70.7733,6.5289,29,0.00090505,6,0,0,1,0
3,24,600,61.4232,0.002308136,0.000366195,0,0.000188646,0.000421679,0.002319233,50.25,94.1053,4.1053,17,0.00063252,8,0,0,0,1
4,10,520,52.7208,0.001065176,0.000137102,4,0,9.49E-05,0.002541658,69.0333,80.6971,3.5436,26,0.00093862,9,0,6.33E-05,1,1
2,28,200,46.8024,0.001016352,0.000158099,3,0,6.78E-05,0.002665101,75.1111,89.2542,2.9492,9,0.00042913,5,0,0,0,0
5,4,500,90.7992,0.00467762,0.000492381,2,0,0.000246191,0.003161605,53.7942,61.9344,4.0164,23,0.00085519,7,0.000103659,0.00014253,1,1
4,24,300,109.1106,0.002540407,0.000570091,7,0.000270043,0.000300048,0.003320531,19.142,66.9639,5.7199,24,0.00084013,8,0,0,1,0
4,56,800,106.2648,0.00167507,0.000414621,3,1.66E-05,0.000116094,0.003416479,24.0976,59.1845,5.2718,12,0.00049755,5,0,0.00011609,1,0
4,24,1260,100.0632,0.00395829,0.000418498,2,3.49E-05,0.000296436,0.003400293,46.4742,61.7641,4.4615,30,0.00097649,6,0,0.000279,1,1
3,4,200,81.8118,0.000721166,0.000134455,2,0,4.89E-05,0.002713538,37.629,66.3604,5.527,16,0.00050115,6,0,0,1,1
4,4,110,66.3702,0.00308642,0.000518956,5,0,0.000273135,0.002430897,59.7727,82.1124,3.9438,14,0.00092866,5,0,0.00016388,1,1
7,8,400,157.6344,0.008552172,0.000698137,9,1.34E-05,0.000577305,0.004658719,22.4855,48.5764,4.513,25,0.00071156,6,0,0,1,1
3,6,235,111.5712,0.003701994,0.000276957,2,0.000203102,0.000618538,0.004191285,41.3687,57.1982,4.2775,35,0.00083087,7,0,0,1,1
4,8,600,93.4368,0.001990608,0.000433851,2,0.000153124,0.000293487,0.00287107,39.8036,68.64,5.4711,28,0.00098254,8,6.38E-05,0.00014036,0,0
5,10,800,82.1292,0.001596916,0.000302863,4,5.51E-05,0.000468062,0.002505507,26.0444,70.1538,5.6703,13,0.00090859,4,0,5.51E-05,0,0
1,4,350,48.5838,0.001093248,0.000144695,6,0,0.000257235,0.002106109,86.0308,88.2137,3.9847,16,0.00057878,6,0,6.43E-05,1,1
5,28,1300,203.2734,0.017933531,0.000668394,6,0.001244242,0.000658111,0.003496216,34.2301,54.7765,5.8353,27,0.00079179,5,0,0,0,0
2,12,850,42.8712,0.000449708,0.000149903,2,0,0,0.002510868,82.6165,105.2537,3.1567,15,0.00056213,4,0,7.50E-05,1,1
3,8,250,62.5908,0.000918649,0.000280698,5,0.00012759,0.000995203,0.002143513,82.3614,89.9048,5.2024,14,0.00074002,3,0,0,0,0
5,12,600,129.0774,0.007262888,0.000223787,4,0.000111893,0.000122065,0.00414005,35.6355,53.7396,4.3857,25,0.0010172,7,0,0,1,1
1,8,60,53.0832,0.000974961,0.000276978,2,0,0.000221582,0.003113229,62.9429,72.6406,3.0498,26,0.00078662,6,0,6.65E-05,1,1
2,16,300,74.5758,0.001036648,0.000286312,6,0,8.89E-05,0.004116973,45.8846,64.9017,3.3046,15,0.00052326,7,0,0,1,0
5,16,500,106.7148,0.00162047,0.00035496,5,0,0.000447559,0.00384283,40.8871,58.5382,4.8193,27,0.0024847,6,0,0,0,0
1,10,50,87.0408,0.005331442,0.000341422,3,0,0.000183843,0.003361698,46.0787,71.1562,3.375,17,0.00044648,3,0,0,0,0
6,42,1000,264.3282,0.025909592,0.000581894,4,9.19E-05,0.00030626,0.00275634,45.7079,54.6667,8.6556,15,0.0011944,4,0,0,0,0
4,14,500,151.278,0.004057162,0.00050049,0,1.06E-05,0,0.004419219,40.0193,52.694,5.5205,29,0.001182,7,0.000127785,0.00022362,0,0
3,8,300,165.5874,0.013119809,0.000377549,3,0.000188774,0.000377549,0.002705764,27.2,62.7442,6.6279,13,0.00129,4,0,0,1,1
4,16,800,107.0412,0.001553152,0.00037966,4,0,6.90E-05,0.003290382,49.993,73.2867,5.7867,22,0.0014726,7,0,1.15E-05,1,1
5,8,1200,77.034,0.001297492,0.000199614,4,1.66E-05,0.000648746,0.0023621,36.4539,83.2676,5.162,14,0.00051567,5,0,0,0,1
5,36,700,90.4704,0.00054892,0.000131741,0,0.000109784,0.000768488,0.001536975,19.5362,85.7714,10.8286,15,0.002042,5,0,0,1,0
6,20,1000,152.8266,0.004704948,0.000457258,5,0.001576338,0.000685888,0.003333173,22.7246,44.9964,7.1877,24,0.0020456,7,0.000144397,7.22E-05,1,1
2,6,80,40.5048,0.000956429,0.000460503,7,1.77E-05,8.86E-05,0.00246192,78.8116,107.4245,2.7554,13,0.00081474,6,0,3.54E-05,0,1
5,28,1000,149.7672,0.007738596,0.000804814,3,0.000371453,0.000111436,0.003429746,36.5507,53.6318,6.0505,29,0.00078005,6,0.000160963,0.00045812,1,0
2,16,100,70.9566,0.001965626,0.000430488,6,0.000105592,0.000438611,0.003224601,41.1212,66.0252,3.5164,29,0.00055232,8,0,0.00022743,0,1
3,10,50,142.1322,0.007798074,0.000164864,4,1.65E-05,0.00041216,0.003890794,63.7106,49.1525,4.4788,31,0.0020443,7,0,0,1,0
5,12,900,163.0764,0.005474291,0.000731383,4,2.22E-05,0.000243794,0.003989362,34.3687,41.3778,5.5222,19,0.0011746,5,0,0,0,0
6,10,670,99.3462,0.003257443,0.000122592,5,3.50E-05,8.76E-05,0.003064799,30.7816,61.7829,5.0057,16,0.0011734,5,0,0,0,1
4,6,100,139.8048,0.00108583,0.000209763,4,8.64E-05,0.000296135,0.004429693,39.0279,45.1365,5.3064,23,0.0026529,6,0.00035783,0.00060461,1,0
