A1_1,A1_2,A1_3,A2,A3_0,A3_1,A3_2,A3_3,A4_0,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A6_1,A6_2,A6_3,A6_4,A7_1,A7_2,A7_3,A7_4,A8,A9_1,A9_2,A9_3,A9_4,A10_1,A10_2,A11,A12_1,A12_2,A12_3,A14_1,A14_2,A15_1,A15_2,A16,A17_1,A17_2,A17_3,A18,A19,A20,A21,A13
1,0,0,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6887,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,3,0,1,0,0,1,0,1,1,0,0,1,1,2,1,1,1
0,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2708,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,3,0,1,0,1,0,0,1,2,0,1,0,1,1,1,0,1
0,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1984,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,4,0,0,0,1,0,0,0,2,0,0,1,1,1,1,0,0
0,0,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10144,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1
0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8613,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,766,0,0,1,0,0,0,1,0,4,0,0,1,0,1,0,3,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0
0,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2728,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2,1,0,0,1,0,0,1,3,0,0,1,1,2,1,0,1
0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1881,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,1,2,1,0,0
0,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,709,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,1,1,1,0,0,1,1,2,0,1
0,1,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4795,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1
1,0,0,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3416,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2462,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2288,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,2,1,0,1
0,1,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3566,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,860,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,682,0,1,0,0,0,0,0,1,4,0,1,0,0,1,0,3,0,0,1,0,0,0,1,2,0,0,1,1,2,1,0,0
1,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5371,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1582,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,0
0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1346,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,0,0,1,2,2,1,0,0
0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1924,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,2,2,0,1
0,0,1,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5848,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7758,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
0,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6967,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,4,0,0,1,0,0,1,0,1,0,0,0,1,2,1,0,1
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1282,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1
1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1288,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,4,1,0,0,0,0,0,1,2,0,0,1,2,1,2,0,0
1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,339,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
0,1,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3512,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,3,0,0,1,1,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1898,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,2,1,1,0,1
0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2872,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,2,2,1,0,1
0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1055,1,0,0,0,0,1,0,0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1262,0,0,1,0,0,0,0,1,4,0,0,1,0,1,0,3,0,1,0,0,0,0,1,2,0,0,1,1,2,1,0,1
0,1,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7308,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0
0,0,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,909,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2978,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
1,0,0,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1131,1,0,0,0,1,0,0,0,4,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
0,1,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1577,0,0,0,1,0,1,0,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3972,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,2,1,0,1
0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1935,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,1,2,1,1,1
1,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,950,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,3,0,0,1,0,0,1,0,2,0,0,1,2,1,1,1,1
0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,763,1,0,0,0,0,0,1,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1
0,1,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2064,1,0,0,0,1,0,0,0,3,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1,2,1,1,1
0,1,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1414,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,2,0,1
1,0,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3414,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,1,1,1,1,1
0,0,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7485,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,2,1,1,0
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2577,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,338,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,0
0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1963,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,0,1,0,0,1,0,2,0,0,0,2,2,1,0,1
1,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,571,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0
0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9572,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,1,1,1,1
0,1,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4455,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,2,1,0,0,0,1,0,1,2,0,0,0,1,2,1,1,1
1,0,0,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1647,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,1,0,0,0,0,1,2,0,1,0,2,1,1,1,0
0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3777,0,0,0,1,0,0,1,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0
0,1,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,884,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,1,1,0,0,1,1,0,0,1,2,2,1,1,1
0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1360,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5129,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,2,2,1,1,0
0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1175,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,3,0,0,1,0,0,0,0,3,1,0,0,1,2,1,0,0
1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,674,0,1,0,0,0,0,0,1,4,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1
0,1,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3244,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,0,0,1,1,0,0,1,2,0,0,1,1,2,1,0,1
0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4591,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,3,0,1,0,0,0,0,1,3,0,0,0,1,2,1,1,0
0,1,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3844,0,1,0,0,0,0,0,1,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,1
0,1,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3915,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,2,2,1,1,1
0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2108,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,2,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
0,1,0,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3031,0,1,0,0,0,0,1,0,4,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1501,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,1,0,0,0,1,2,0,0,0,1,2,1,1,1
0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1382,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0,1,1,2,1,0,1
0,1,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,951,0,1,0,0,0,1,0,0,4,0,1,0,0,1,0,4,0,0,1,1,0,1,0,4,0,0,1,1,1,1,1,1
0,1,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,0,0,1,1,2,1,0,1
0,1,0,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4297,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0
0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,936,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,2,1,0,0
1,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1168,1,0,0,0,0,0,1,0,4,0,0,0,1,1,0,3,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5117,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,4,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,902,1,0,0,0,0,0,0,1,4,0,0,0,1,1,0,4,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1495,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,2,1,1,0,1
1,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10623,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,2,2,1,0,1
0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1935,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,3,0,0,1,1,2,1,0,0
0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1424,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,3,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6568,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1
0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1413,0,0,0,1,0,0,0,1,3,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1,2,0,0
0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3074,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,2,0,0,1,2,1,1,0,1
0,0,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3835,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,1,0,1,2,1,0,0
1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5293,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,4,0,1,0,0,1,0,1,2,0,0,1,1,2,1,1,0
0,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1908,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0
0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3342,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,0
0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,932,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,3,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,1
1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3104,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,2,1,0,1
0,0,1,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3913,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1
1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3021,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1
0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1364,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,0
0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,625,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1
1,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1200,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,4,0,1,0,1,0,1,0,1,0,0,1,1,2,1,0,1
0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,707,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,1,0,0,1,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2978,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,2,0,0,1,2,2,1,0,1
0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4657,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,0,0,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2613,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10961,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,1,0,0,1,2,0,0,1,1,2,1,1,1
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7865,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0
0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1478,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
1,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3149,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1
0,0,1,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4210,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2507,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2141,0,1,0,0,0,0,0,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,1,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,866,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1544,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3,0,1,0,2,1,1,0,0
1,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1823,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,2,1,1,1,1
0,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14555,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,1,0,0,1,2,1,1,1
0,1,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2767,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,2,0,0,1,1,0,1,0,2,0,1,0,1,1,1,1,0
0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1291,1,0,0,0,0,0,1,0,4,0,1,0,0,1,0,2,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
1,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2522,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,1
1,0,0,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,2,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1595,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,0
1,0,0,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4605,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,2,0,0,1,2,1,1,1,1
0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1185,1,0,0,0,0,0,1,0,3,0,1,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3447,0,0,1,0,0,0,1,0,4,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,1,0,2,1,1,0,1
0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1258,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0,1
0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,717,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,1,0,0,0,0,0,1,3,0,0,1,1,1,1,0,0
0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1204,0,1,0,0,0,0,1,0,4,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,2,0,1
0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1925,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,433,1,0,0,0,1,0,0,0,3,0,1,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1
1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,666,0,0,0,1,0,0,0,1,3,0,1,0,0,1,0,4,1,0,0,0,0,0,1,2,0,1,0,1,2,1,0,1
0,0,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2251,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
0,1,0,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2150,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1
0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4151,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,3,0,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1
0,1,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2030,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,1,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7418,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1
0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2684,1,0,0,0,0,0,1,0,4,0,0,1,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,1,1,1,0,1
1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2149,1,0,0,0,0,0,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3812,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,2,1,0,1
0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1154,0,1,0,0,1,0,0,0,4,0,1,0,0,1,0,4,1,0,0,0,0,0,1,3,0,1,0,1,1,1,0,0
1,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1657,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
1,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1603,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
1,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5302,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,1
0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2748,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,4,0,0,0,1,0,0,0,3,0,1,0,1,1,1,0,0
