"age","agesq","priors_count","sexbin","chargebin","jailtime","is_recid","racebin"
31,961,0,1,1,78,0,0
37,1369,1,0,0,1,0,0
49,2401,8,1,1,4,1,0
33,1089,1,0,1,1,0,1
42,1764,0,1,0,0,0,1
44,1936,0,1,1,9,1,0
28,784,5,1,1,51,1,1
32,1024,4,1,1,414,1,1
28,784,7,1,1,2,1,1
38,1444,0,1,1,158,0,0
38,1444,3,1,1,1,0,1
34,1156,0,0,0,1,1,1
21,441,1,1,1,1,1,0
36,1296,1,1,1,31,1,1
29,841,0,1,0,1,1,1
34,1156,3,1,1,1,1,1
38,1444,1,1,0,8,0,1
36,1296,0,1,1,25,0,0
23,529,0,1,0,1,0,1
47,2209,0,1,0,1,0,0
20,400,0,1,1,0,0,1
25,625,2,0,1,1,1,1
35,1225,0,1,0,1,0,1
28,784,1,0,0,1,0,0
24,576,2,1,0,1,1,1
22,484,0,1,1,1,0,1
60,3600,12,1,1,1,0,1
33,1089,6,1,0,1,0,1
34,1156,2,1,0,24,1,1
24,576,4,1,0,1,0,0
27,729,0,1,0,2,1,1
29,841,4,1,1,355,1,1
21,441,1,1,1,37,1,0
42,1764,0,0,1,1,1,0
32,1024,1,1,1,0,0,1
30,900,3,1,0,1,0,0
22,484,1,1,1,1,1,1
20,400,0,1,0,1,1,0
57,3249,0,1,0,1,0,0
51,2601,3,1,1,1,1,0
21,441,0,1,1,1,0,1
22,484,0,1,1,35,0,1
35,1225,4,1,1,354,1,1
58,3364,2,1,1,5,0,0
32,1024,0,0,1,1,1,0
30,900,9,1,0,7,1,0
20,400,0,1,1,209,1,1
45,2025,5,0,0,0,0,0
31,961,4,1,1,1,1,1
53,2809,1,0,0,1,0,0
44,1936,0,1,0,2,0,0
44,1936,1,0,0,5,0,0
21,441,0,1,1,0,1,0
28,784,0,1,0,0,0,1
28,784,2,1,0,1,0,0
24,576,0,1,1,182,1,1
28,784,0,1,1,0,0,1
53,2809,4,1,1,0,0,0
20,400,1,1,1,1,0,1
21,441,0,1,0,0,0,1
37,1369,1,1,0,1,1,0
30,900,0,1,0,1,0,0
26,676,2,1,1,1,1,0
26,676,5,0,1,7,1,1
39,1521,1,0,1,1,0,1
44,1936,2,1,1,2,0,1
45,2025,0,1,0,3,0,0
30,900,1,1,1,1,0,1
23,529,6,1,1,1,1,0
42,1764,0,1,1,1,0,1
54,2916,4,1,0,3,0,0
47,2209,7,1,1,1,1,1
26,676,0,1,1,2,1,0
29,841,7,1,0,1,1,0
51,2601,7,1,1,15,1,0
44,1936,0,1,0,0,0,1
49,2401,12,1,0,22,0,0
22,484,0,1,1,1,1,1
32,1024,4,1,0,1,1,1
27,729,0,1,0,1,0,1
30,900,0,1,0,0,0,0
51,2601,5,0,1,33,0,0
27,729,4,1,1,1,1,1
32,1024,0,1,1,17,1,1
43,1849,2,1,1,6,0,1
37,1369,2,1,1,1,0,0
26,676,0,1,1,1,1,1
26,676,0,1,0,1,0,1
58,3364,4,0,1,1,0,1
22,484,1,0,0,0,0,0
21,441,2,1,1,140,1,1
31,961,0,1,1,35,1,0
43,1849,2,1,1,2,0,0
23,529,0,1,0,1,0,1
25,625,0,1,1,1,0,0
22,484,6,1,1,1,0,1
30,900,6,1,1,134,0,1
25,625,15,1,1,2,1,1
20,400,0,1,1,1,1,1
33,1089,1,1,1,3,1,1
59,3481,1,1,1,1,0,1
53,2809,8,1,1,5,1,1
34,1156,2,1,0,1,0,0
36,1296,6,1,1,0,0,0
23,529,0,1,1,1,0,1
32,1024,2,1,0,109,0,1
32,1024,11,1,0,2,1,1
24,576,0,0,0,24,0,0
30,900,7,1,1,603,1,1
28,784,1,1,0,2,0,1
43,1849,4,1,1,2,1,0
35,1225,3,1,0,11,0,1
19,361,2,1,1,15,1,1
22,484,1,1,0,4,1,1
29,841,0,1,1,0,0,1
23,529,0,0,0,2,0,1
33,1089,0,0,0,1,0,0
35,1225,1,1,0,0,0,1
53,2809,0,1,1,0,1,0
59,3481,17,1,1,23,1,0
48,2304,0,0,0,1,0,0
33,1089,1,0,1,1,0,1
44,1936,0,1,0,1,0,0
31,961,10,1,1,2,1,0
28,784,2,1,1,1,1,1
23,529,0,1,1,5,1,1
26,676,0,1,1,0,0,0
22,484,3,1,1,0,0,1
29,841,0,1,0,1,0,1
20,400,2,1,1,2,1,1
44,1936,0,1,0,1,0,0
41,1681,2,1,1,15,0,1
28,784,4,0,1,0,0,1
27,729,1,1,0,22,1,0
31,961,7,1,0,1,0,0
26,676,3,1,1,1,1,1
20,400,0,1,1,1,1,1
55,3025,2,1,0,1,1,0
36,1296,0,1,1,1,0,1
23,529,1,1,0,5,0,1
34,1156,19,1,1,5,1,1
59,3481,1,0,1,5,0,0
37,1369,0,1,1,1,1,0
28,784,0,0,1,1,1,0
31,961,0,1,1,1,0,1
38,1444,14,0,1,5,1,1
33,1089,0,1,1,4,1,1
27,729,3,1,1,1,1,1
25,625,2,1,0,1,1,0
42,1764,2,0,1,1,0,1
22,484,3,1,1,26,1,1
45,2025,1,1,1,28,1,0
21,441,1,0,0,2,1,1
52,2704,2,1,0,1,0,0
29,841,0,1,0,1,0,0
37,1369,0,0,0,5,0,1
34,1156,0,1,1,1,0,0
53,2809,0,1,0,1,1,1
30,900,8,0,1,1,1,1
28,784,1,1,1,4,0,0
21,441,1,1,1,1,0,1
22,484,1,1,1,44,0,1
42,1764,1,1,0,1,1,0
26,676,3,1,1,0,1,1
54,2916,9,1,0,1,0,1
30,900,20,1,1,317,1,1
26,676,1,0,1,28,1,1
41,1681,0,1,0,1,0,1
23,529,5,1,0,54,1,0
43,1849,1,1,1,65,1,0
22,484,0,1,0,1,1,1
27,729,6,0,1,1,1,0
42,1764,2,0,0,35,0,1
25,625,8,1,1,29,1,1
49,2401,4,1,0,36,0,1
52,2704,1,1,1,25,0,0
60,3600,2,0,1,1,0,0
23,529,0,0,0,1,0,1
30,900,2,1,0,1,0,1
48,2304,9,1,1,4,1,1
32,1024,2,1,1,1,1,1
24,576,5,1,1,1,1,1
22,484,3,1,1,214,1,1
44,1936,2,1,1,2,0,1
32,1024,3,1,1,86,0,0
27,729,1,0,0,1,0,1
52,2704,15,1,0,1,1,1
61,3721,3,1,0,1,1,0
69,4761,3,1,0,0,0,1
21,441,1,0,1,2,0,0
31,961,2,1,0,4,1,0
19,361,3,1,1,30,1,1
24,576,12,1,0,37,1,1
24,576,3,1,1,6,1,0
30,900,6,1,1,7,0,0
43,1849,4,1,1,2,1,1
24,576,4,1,1,5,0,1
30,900,7,0,0,18,0,0
25,625,5,1,1,2,1,1
56,3136,1,0,1,170,0,0
21,441,1,1,1,8,0,1
31,961,6,1,1,31,1,1
23,529,1,0,1,1,0,1
30,900,15,1,1,2,1,1
64,4096,0,1,1,109,0,0
21,441,0,0,1,1,1,0
36,1296,5,1,1,11,0,1
50,2500,1,0,1,1,0,1
23,529,0,1,0,1,1,1
25,625,5,0,1,0,0,0
54,2916,14,1,0,28,1,0
25,625,5,1,0,15,1,0
63,3969,0,1,0,3,1,0
35,1225,2,1,0,1,0,1
25,625,8,1,0,2,1,1
33,1089,0,1,0,1,0,0
29,841,7,1,1,2,0,1
37,1369,12,1,0,1,1,1
20,400,3,0,0,1,1,0
32,1024,1,1,1,1,1,1
72,5184,1,1,0,1,0,0
38,1444,0,1,1,2,0,0
40,1600,0,1,1,1,0,0
23,529,0,1,1,1,0,0
21,441,5,1,1,2,1,0
27,729,4,1,1,0,1,0
55,3025,13,1,1,1,1,0
41,1681,0,0,0,1,0,0
56,3136,1,1,0,2,0,0
55,3025,11,1,0,57,0,0
28,784,3,1,1,1,0,1
53,2809,0,1,0,1,0,0
27,729,6,1,1,10,1,1
22,484,0,1,1,1,1,0
22,484,0,0,1,1,1,1
33,1089,7,1,0,2,1,1
34,1156,15,1,1,6,0,1
32,1024,12,1,1,1,1,1
47,2209,14,1,1,1,1,1
25,625,14,1,1,83,1,1
56,3136,0,1,1,0,0,0
28,784,4,1,1,21,1,1
20,400,2,1,1,1,1,1
29,841,11,0,1,1,0,1
72,5184,3,1,1,5,0,0
24,576,2,0,0,14,1,1
45,2025,3,1,1,36,0,1
30,900,7,1,0,2,1,1
45,2025,0,1,0,1,0,1
47,2209,0,1,0,1,0,0
24,576,0,1,1,10,1,1
20,400,0,1,0,3,1,1
51,2601,6,1,1,0,1,0
49,2401,2,0,0,12,1,0
41,1681,5,1,1,1,0,0
49,2401,1,1,1,13,0,0
28,784,0,0,0,1,0,1
33,1089,2,1,0,2,0,0
46,2116,0,1,1,1,0,1
21,441,0,1,0,2,1,1
26,676,14,1,1,0,1,1
58,3364,24,1,1,3,1,1
20,400,2,0,1,23,1,1
28,784,0,1,0,0,1,1
21,441,0,1,1,4,1,0
34,1156,3,1,0,1,0,1
32,1024,15,1,1,7,1,1
38,1444,10,1,1,10,1,1
22,484,0,1,1,1,0,1
42,1764,2,1,1,0,1,0
57,3249,0,0,0,1,0,0
56,3136,1,0,1,1,0,0
30,900,11,1,1,1,0,1
29,841,2,1,0,1,0,1
46,2116,15,1,1,7,1,1
24,576,0,0,1,1,0,1
70,4900,1,0,1,2,0,1
45,2025,1,0,0,1,0,0
39,1521,6,0,1,1,0,1
25,625,6,1,1,2,0,0
46,2116,0,1,1,1,0,0
28,784,0,1,0,3,1,0
27,729,1,1,1,1,0,1
43,1849,11,1,1,77,1,0
30,900,9,1,1,50,1,1
29,841,1,1,1,1,0,0
54,2916,8,1,1,0,1,1
20,400,0,0,1,0,0,0
29,841,0,1,1,1,0,1
24,576,8,1,1,1,1,1
45,2025,2,1,0,29,0,1
31,961,5,1,1,11,1,1
23,529,0,1,1,8,1,0
21,441,0,1,1,9,1,1
61,3721,0,1,0,1,0,0
51,2601,5,0,0,21,1,0
43,1849,9,1,1,1,0,0
36,1296,0,1,1,1,0,1
58,3364,3,1,1,15,1,0
57,3249,12,1,1,51,0,1
37,1369,2,1,1,0,0,1
44,1936,6,1,1,2,0,1
45,2025,8,1,1,1,1,1
26,676,13,1,1,0,1,1
34,1156,9,1,1,1,1,0
25,625,0,1,1,2,0,1
31,961,8,1,0,1,1,1
43,1849,1,1,1,1,0,1
30,900,0,1,0,0,0,1
50,2500,0,1,0,1,0,0
31,961,2,0,1,1,0,1
33,1089,7,0,0,1,0,0
32,1024,1,1,1,20,1,1
46,2116,0,0,0,2,1,0
37,1369,8,1,1,1,1,1
32,1024,6,0,1,8,1,0
23,529,2,0,1,1,1,1
21,441,0,1,1,0,0,0
49,2401,2,1,0,1,0,0
55,3025,3,1,1,36,1,0
22,484,0,1,1,1,0,1
31,961,7,0,1,1,1,1
22,484,0,1,0,1,1,0
28,784,5,1,0,1,0,1
21,441,1,1,1,11,1,1
30,900,21,1,1,1,1,1
22,484,13,1,1,1,1,1
35,1225,23,1,1,1,1,1
28,784,11,1,1,26,0,1
24,576,1,1,1,1,0,1
32,1024,24,1,1,3,1,1
24,576,1,0,1,1,0,1
57,3249,19,1,1,1,0,1
28,784,0,1,1,0,0,0
51,2601,0,1,0,92,0,0
26,676,0,1,0,1,1,1
20,400,0,1,1,1,1,1
25,625,6,1,0,33,0,1
19,361,0,1,0,3,1,0
49,2401,1,1,1,21,1,0
57,3249,27,1,0,9,0,1
27,729,0,0,0,1,0,1
66,4356,1,1,0,19,0,0
21,441,0,1,1,0,0,0
45,2025,1,1,1,0,0,0
37,1369,24,1,1,20,0,1
44,1936,13,1,1,17,1,0
64,4096,0,1,1,4,0,1
30,900,1,1,1,1,1,1
61,3721,1,1,0,2,0,1
49,2401,8,0,1,9,0,0
23,529,0,1,1,1,0,1
21,441,0,1,1,1,1,0
30,900,2,0,1,43,1,0
27,729,2,1,0,1,1,1
38,1444,1,1,0,15,0,0
48,2304,14,1,1,142,1,1
26,676,0,1,0,1,0,0
24,576,4,1,1,27,1,1
28,784,2,0,1,1,1,1
44,1936,4,0,1,5,1,0
23,529,2,1,1,13,1,0
34,1156,1,0,1,13,1,0
20,400,1,1,1,1,1,0
36,1296,0,0,0,0,0,1
58,3364,1,1,1,80,0,0
35,1225,4,0,1,14,0,0
23,529,3,1,1,1,0,1
40,1600,1,1,1,21,0,0
23,529,3,1,0,13,1,1
27,729,0,1,0,4,1,0
26,676,3,0,1,27,0,1
49,2401,1,1,1,25,0,1
47,2209,6,1,1,5,0,1
34,1156,7,1,1,0,1,1
27,729,10,1,1,8,0,1
52,2704,0,0,0,0,0,0
26,676,0,1,0,1,1,1
25,625,9,1,1,2,0,1
51,2601,1,1,1,163,0,1
29,841,1,0,0,0,1,1
46,2116,0,1,1,1,0,0
28,784,6,1,1,2,0,0
57,3249,0,1,1,1,0,1
34,1156,27,1,1,118,1,1
27,729,3,1,1,12,0,1
25,625,7,1,0,3,1,1
31,961,1,1,1,33,1,0
37,1369,8,1,1,1,0,1
51,2601,0,1,1,1,1,1
28,784,8,1,1,41,1,1
56,3136,4,1,1,7,0,0
45,2025,15,1,1,331,1,1
26,676,7,1,1,18,1,0
33,1089,7,1,1,1,1,0
23,529,0,1,0,1,0,0
31,961,0,1,0,0,0,1
32,1024,0,1,1,0,0,0
30,900,1,1,0,1,1,0
66,4356,1,1,1,1,0,0
40,1600,0,0,1,0,0,1
59,3481,4,1,0,1,0,1
27,729,3,1,0,1,0,1
22,484,0,1,1,1,0,1
58,3364,1,1,1,1,0,0
29,841,2,1,1,2,0,0
27,729,0,1,1,61,1,1
24,576,0,1,1,2,0,0
35,1225,3,0,1,0,0,0
29,841,7,1,1,2,1,1
30,900,5,1,1,2,1,1
23,529,1,1,1,2,1,1
32,1024,2,1,1,1,1,0
22,484,2,1,1,4,0,0
21,441,0,1,0,1,0,1
43,1849,0,0,0,0,0,0
29,841,0,1,1,3,0,1
43,1849,1,1,1,2,0,1
25,625,1,1,1,2,0,1
47,2209,0,1,0,1,0,0
21,441,0,0,1,1,0,1
54,2916,0,1,0,0,0,0
34,1156,3,1,1,34,1,1
28,784,2,0,0,1,0,1
53,2809,4,0,1,0,1,0
54,2916,0,1,0,0,0,1
34,1156,2,1,1,1,0,1
60,3600,0,0,1,1,1,0
22,484,0,1,1,1,0,1
51,2601,3,1,1,0,0,1
29,841,0,1,1,13,1,1
28,784,5,1,0,28,0,1
33,1089,0,1,1,1,1,0
43,1849,4,1,0,2,0,0
32,1024,5,1,1,65,1,0
35,1225,0,0,1,2,1,1
23,529,1,1,1,1,1,1
25,625,4,1,1,43,1,1
69,4761,6,1,1,1,1,0
47,2209,23,1,1,403,1,1
29,841,13,1,1,2,1,1
26,676,9,1,1,3,1,1
28,784,0,1,1,1,0,0
48,2304,1,1,0,0,1,0
44,1936,0,1,0,0,0,0
42,1764,7,1,0,1,0,1
39,1521,5,1,1,4,0,1
55,3025,0,1,0,10,0,0
27,729,5,1,1,4,1,1
31,961,0,0,0,5,0,0
25,625,0,1,1,1,0,1
32,1024,6,1,0,0,0,0
36,1296,2,1,1,1,0,1
21,441,3,1,1,4,1,1
39,1521,2,1,0,0,0,0
26,676,0,0,0,0,0,1
28,784,8,1,1,20,1,1
67,4489,2,1,0,0,1,0
37,1369,3,1,0,1,0,0
23,529,2,1,0,2,1,1
49,2401,14,0,0,122,1,1
32,1024,9,1,0,5,1,0
41,1681,9,1,0,33,0,0
25,625,1,1,0,0,0,1
58,3364,0,1,0,1,0,0
44,1936,19,1,0,17,1,1
28,784,1,1,1,16,1,1
39,1521,0,0,1,2,1,1
54,2916,0,1,1,7,0,0
43,1849,0,1,0,1,0,0
31,961,5,1,0,0,0,1
30,900,11,1,1,117,0,1
27,729,4,1,0,1,1,0
28,784,0,1,0,1,1,1
24,576,0,1,0,1,0,1
43,1849,0,1,0,0,0,0
44,1936,10,1,0,5,1,1
23,529,0,1,1,2,0,1
36,1296,5,1,0,1,1,0
27,729,1,1,1,1,0,0
24,576,0,1,1,1,1,1
66,4356,0,1,0,1,0,0
36,1296,3,0,1,25,0,0
23,529,1,1,1,0,1,0
22,484,0,0,0,0,1,1
56,3136,4,1,1,2,0,1
58,3364,3,0,0,18,0,1
24,576,3,1,0,0,0,0
22,484,0,1,1,71,1,1
39,1521,0,1,0,1,0,0
46,2116,10,1,1,73,1,0
38,1444,1,1,1,1,1,0
23,529,0,1,0,3,1,0
25,625,0,1,1,2,0,1
31,961,19,1,1,1,1,1
25,625,1,0,0,1,1,1
26,676,6,1,1,2,0,1
25,625,2,1,1,274,0,1
37,1369,11,1,1,1,1,0
36,1296,0,1,1,1,0,1
26,676,1,1,1,1,1,1
35,1225,7,1,1,0,1,1
22,484,2,1,1,2,1,1
25,625,0,1,1,0,0,0
24,576,2,1,0,12,1,1
21,441,0,1,1,1,1,1
32,1024,15,1,1,71,1,0
33,1089,2,1,0,0,1,1
33,1089,10,1,1,2,1,1
29,841,0,1,0,1,0,0
50,2500,8,1,1,173,0,0
33,1089,14,1,1,2,1,1
37,1369,13,1,1,1,1,1
27,729,9,1,1,24,1,1
27,729,0,1,0,1,0,1
58,3364,1,1,1,61,0,1
27,729,4,1,1,33,0,1
28,784,1,1,1,31,1,0
31,961,0,0,0,1,0,0
24,576,3,1,0,7,0,1
26,676,6,1,1,18,1,1
43,1849,0,1,0,1,0,0
22,484,3,1,1,2,1,1
23,529,0,1,1,3,0,1
42,1764,0,1,0,1,0,0
30,900,18,1,0,18,0,1
29,841,1,1,1,290,0,1
38,1444,2,1,1,48,1,0
26,676,3,1,0,2,1,0
51,2601,5,1,0,5,0,1
23,529,0,1,1,0,1,1
34,1156,7,1,1,1,1,1
35,1225,1,1,0,1,0,1
22,484,0,1,1,4,0,0
29,841,10,1,0,109,1,1
40,1600,0,1,1,1,0,1
36,1296,2,1,1,1,0,1
26,676,8,1,1,0,1,1
25,625,1,1,1,1,1,1
69,4761,0,1,0,1,0,0
27,729,1,1,1,8,0,1
20,400,0,1,1,1,1,0
27,729,1,1,1,2,0,1
24,576,6,0,0,310,0,1
42,1764,0,1,1,3,0,0
25,625,1,1,1,1,0,0
25,625,0,1,1,7,0,1
22,484,0,1,1,1,0,1
21,441,0,1,1,1,0,0
30,900,1,1,0,2,0,1
46,2116,9,1,0,4,0,0
26,676,2,1,0,0,0,1
33,1089,0,1,1,1,1,1
40,1600,1,1,0,1,0,1
34,1156,0,1,1,28,0,0
22,484,1,1,1,37,1,0
31,961,4,1,0,1,1,1
59,3481,3,1,0,1,1,0
50,2500,0,1,1,2,0,1
57,3249,8,1,1,100,1,1
31,961,5,1,0,1,1,1
44,1936,9,1,1,25,0,1
48,2304,5,1,1,243,1,1
25,625,0,0,1,1,0,0
51,2601,5,1,0,0,0,1
50,2500,0,1,1,1,1,0
57,3249,2,1,1,2,0,0
55,3025,0,1,0,1,0,0
59,3481,4,1,1,1,1,1
42,1764,0,0,1,0,0,1
32,1024,21,1,1,64,1,1
42,1764,1,1,1,1,0,1
29,841,8,1,1,14,1,1
21,441,1,1,1,8,0,1
58,3364,0,1,0,0,0,0
22,484,1,1,1,1,1,1
46,2116,1,1,0,1,1,0
50,2500,0,1,0,14,1,0
46,2116,2,1,1,1,0,1
44,1936,11,0,1,15,1,1
35,1225,4,1,0,30,0,1
30,900,14,1,1,2,1,1
42,1764,2,1,1,1,0,1
46,2116,5,1,1,202,1,1
42,1764,0,1,1,34,1,1
29,841,7,1,1,1,1,0
32,1024,8,1,1,4,0,1
33,1089,1,0,0,2,0,1
25,625,4,1,1,183,0,0
33,1089,0,0,0,1,0,1
35,1225,1,1,1,49,1,0
56,3136,1,1,1,3,0,1
38,1444,0,1,0,3,1,0
40,1600,4,0,0,1,0,1
28,784,4,1,1,1,0,1
51,2601,0,1,0,1,0,1
35,1225,2,1,0,2,0,1
61,3721,5,1,1,12,0,1
25,625,0,1,1,1,0,1
25,625,4,1,1,1,1,1
26,676,0,1,0,0,1,1
42,1764,1,1,0,3,0,0
25,625,1,0,1,1,0,1
26,676,13,1,0,0,1,1
31,961,9,1,1,1,0,1
35,1225,1,1,1,1,0,0
34,1156,0,1,1,116,0,0
33,1089,1,0,0,1,0,0
30,900,3,1,1,1,1,1
50,2500,7,0,0,1,0,1
21,441,0,1,1,50,0,1
31,961,2,1,1,3,1,1
23,529,0,0,0,1,0,1
25,625,1,1,1,2,0,1
24,576,1,0,1,1,0,0
31,961,13,1,0,1,1,1
60,3600,0,1,1,2,1,1
30,900,2,1,1,1,0,1
46,2116,0,1,0,0,0,0
21,441,0,1,0,1,1,0
35,1225,0,1,1,1,1,1
23,529,1,1,1,16,1,1
23,529,3,1,1,2,1,1
28,784,2,1,0,3,1,1
46,2116,2,1,0,3,1,0
56,3136,1,1,1,1,0,1
24,576,1,1,0,1,1,1
33,1089,0,0,0,1,0,0
48,2304,2,1,0,4,1,0
33,1089,11,1,1,45,1,1
30,900,7,1,1,1,1,1
43,1849,7,0,1,9,0,0
32,1024,0,1,1,1,0,0
49,2401,4,1,1,6,0,0
24,576,0,1,1,19,0,0
26,676,1,1,1,0,0,1
42,1764,0,1,1,2,0,0
22,484,1,1,1,6,1,1
29,841,7,1,0,28,1,0
39,1521,0,1,0,18,0,0
27,729,13,1,1,14,1,1
38,1444,2,1,1,8,1,0
20,400,0,1,1,4,1,0
25,625,4,1,1,86,1,1
53,2809,0,1,0,1,0,0
27,729,0,0,0,7,1,1
50,2500,1,1,0,5,1,0
41,1681,4,1,1,1,0,1
22,484,5,1,1,5,1,0
22,484,0,1,1,3,1,0
25,625,2,1,1,27,0,1
42,1764,1,1,1,1,1,1
24,576,0,1,1,0,0,1
37,1369,4,1,1,93,0,1
37,1369,0,1,0,0,0,0
35,1225,1,1,1,1,1,1
24,576,0,0,1,37,0,0
49,2401,2,1,0,1,0,0
38,1444,9,1,1,3,0,1
30,900,0,0,0,0,0,1
22,484,3,1,1,128,1,1
25,625,0,1,1,2,1,1
52,2704,0,1,0,1,0,0
26,676,0,1,1,1,0,0
45,2025,9,1,1,55,1,0
20,400,0,1,1,1,1,1
29,841,4,1,1,80,1,1
43,1849,1,1,1,69,1,0
26,676,2,1,1,1,0,0
46,2116,4,0,1,1,0,1
46,2116,0,0,1,1,0,1
29,841,12,1,1,6,1,1
41,1681,0,1,0,0,0,0
25,625,5,0,1,1,0,1
23,529,2,1,1,18,0,1
30,900,0,1,0,0,0,0
34,1156,1,1,1,3,0,0
70,4900,11,1,1,13,1,0
52,2704,2,1,1,2,0,0
51,2601,4,1,0,8,1,1
55,3025,21,1,1,85,1,1
49,2401,1,0,1,1,0,0
47,2209,0,0,1,0,0,0
27,729,0,1,0,1,0,1
25,625,5,1,0,0,1,0
21,441,1,1,1,59,1,1
37,1369,26,1,1,2,1,1
21,441,1,1,1,49,1,1
21,441,0,1,1,1,0,1
25,625,4,1,1,0,1,1
27,729,3,0,1,1,1,1
30,900,3,1,1,12,1,0
70,4900,0,1,0,1,0,0
37,1369,11,1,1,1,1,0
46,2116,5,1,1,2,1,1
43,1849,18,1,1,9,1,1
38,1444,15,1,1,55,0,1
29,841,0,1,1,0,0,1
37,1369,8,1,0,1,1,1
27,729,0,0,1,1,0,0
31,961,6,1,0,1,0,0
29,841,3,1,1,1,1,1
30,900,0,0,0,1,0,1
25,625,2,0,1,12,1,0
40,1600,3,1,1,1,0,1
33,1089,1,1,0,1,0,0
26,676,5,1,1,1,1,0
61,3721,1,1,0,1,0,0
30,900,2,1,1,1,0,0
62,3844,0,1,0,2,0,0
27,729,4,0,0,55,1,0
48,2304,9,1,1,1,0,0
40,1600,0,0,1,1,0,0
24,576,0,1,1,3,0,0
22,484,0,1,1,1,1,1
30,900,4,1,0,16,1,1
63,3969,0,1,0,0,0,0
33,1089,4,1,1,1,0,1
43,1849,0,1,0,1,1,0
26,676,3,1,1,34,1,1
51,2601,1,1,1,7,0,1
39,1521,3,1,1,1,1,0
32,1024,14,1,1,1,1,1
22,484,0,1,0,1,0,1
59,3481,0,1,1,1,0,0
38,1444,37,1,0,31,1,1
23,529,2,1,1,238,0,1
42,1764,0,1,0,1,1,1
38,1444,2,1,1,193,1,1
34,1156,2,0,1,1,0,0
36,1296,7,0,1,2,1,1
36,1296,0,1,0,1,1,1
31,961,1,1,1,14,0,1
28,784,3,0,1,5,1,1
28,784,1,1,1,0,1,1
43,1849,0,1,1,1,0,1
40,1600,1,1,1,2,0,1
31,961,15,1,1,2,1,1
54,2916,6,1,1,14,1,1
24,576,17,1,1,130,1,1
21,441,1,1,1,242,1,1
22,484,0,1,1,1,0,1
45,2025,1,0,1,6,0,1
29,841,1,1,0,0,1,1
46,2116,10,1,1,10,1,1
21,441,1,1,1,13,0,0
35,1225,6,1,1,2,1,0
52,2704,1,1,0,71,1,1
48,2304,0,1,0,0,0,0
29,841,9,0,0,214,1,1
48,2304,0,1,0,1,0,0
31,961,10,1,1,8,1,1
21,441,3,1,1,127,1,0
47,2209,0,1,0,3,0,1
21,441,3,1,1,1,1,1
35,1225,13,1,1,1,0,1
46,2116,3,1,0,21,1,1
34,1156,5,1,1,5,1,1
52,2704,2,1,1,3,0,1
21,441,0,1,0,9,1,0
53,2809,1,1,0,1,0,0
19,361,0,0,1,1,1,0
22,484,0,1,0,3,0,1
45,2025,1,1,1,3,0,1
27,729,0,0,1,1,0,0
25,625,0,1,0,1,0,0
30,900,0,1,1,0,1,0
31,961,2,1,1,0,1,1
28,784,3,1,1,1,0,0
36,1296,3,1,0,2,1,1
27,729,7,1,1,10,1,1
42,1764,1,1,1,0,0,1
35,1225,0,1,1,41,1,0
33,1089,2,0,1,1,0,0
25,625,21,1,1,2,1,1
42,1764,0,0,0,1,0,0
21,441,0,1,1,4,1,1
28,784,0,0,0,0,0,1
27,729,25,1,1,41,1,1
21,441,0,0,1,3,0,0
26,676,0,1,0,5,1,0
36,1296,0,1,1,1,0,0
49,2401,0,1,1,2,1,0
44,1936,0,1,1,2,1,0
28,784,1,1,0,24,0,0
35,1225,12,0,1,1,1,1
34,1156,3,1,1,1,0,1
45,2025,15,1,1,1,1,1
28,784,9,1,1,16,1,1
25,625,1,0,1,4,0,1
21,441,1,1,0,1,1,1
48,2304,1,1,1,1,0,1
37,1369,1,1,0,1,0,0
24,576,3,1,1,1,1,1
37,1369,1,1,0,1,1,0
39,1521,1,1,1,0,0,0
24,576,1,1,1,22,1,0
23,529,1,1,1,1,1,1
43,1849,5,1,1,1,0,0
28,784,6,1,0,1,1,1
53,2809,1,1,0,1,0,1
27,729,2,0,0,1,1,1
39,1521,0,1,0,2,0,0
47,2209,22,1,1,1,1,1
28,784,4,1,1,2,1,1
36,1296,2,1,1,1,0,0
24,576,1,0,1,4,0,1
23,529,3,1,1,1,0,1
26,676,2,1,1,1,0,1
31,961,7,1,1,54,1,1
30,900,14,0,1,5,1,1
25,625,2,1,0,1,0,0
24,576,6,1,1,1,1,1
26,676,2,1,0,29,0,1
20,400,0,0,1,1,0,1
23,529,0,1,1,0,0,0
26,676,5,1,1,7,1,1
40,1600,4,1,0,1,0,0
19,361,1,1,1,0,1,1
53,2809,1,1,1,12,0,0
24,576,0,0,1,1,0,1
33,1089,2,0,1,0,0,0
26,676,8,1,1,42,1,0
32,1024,2,1,1,1,0,0
25,625,0,1,1,3,1,0
21,441,1,1,1,1,0,1
38,1444,3,1,1,1,0,1
23,529,0,1,1,1,1,0
20,400,0,1,1,8,1,0
39,1521,4,0,1,1,1,0
24,576,1,1,1,6,1,1
49,2401,3,1,1,1,0,1
31,961,7,1,1,78,1,1
20,400,1,1,1,16,1,1
28,784,0,1,0,13,0,0
67,4489,3,1,1,1,0,0
52,2704,0,1,1,1,0,1
45,2025,17,1,1,47,1,1
27,729,8,1,1,1,1,1
22,484,1,1,1,1,0,0
40,1600,0,1,0,1,1,0
30,900,1,1,0,0,1,0
42,1764,1,1,1,1,0,1
24,576,2,1,1,2,1,1
46,2116,4,1,1,3,0,0
38,1444,4,1,1,0,0,1
