centerpixcol,centerpixrow,regionpixcount,shortline5,shortline2,vedgemean,vedgestdev,hedgemean,hedgestdev,intensity,rawred,rawblue,rawgreen,exred,exblue,exgreen,value,saturation,hue,DummyMain,class=path?(vs grass)
140,247,9,0,0,2.5000002,3.1888885,2.6666667,3.555555,8.111111,6,5.888889,12.444445,-6.3333335,-6.6666665,13,12.444445,0.5634669,2.1178858,0,0
140,181,9,0.11111111,0,0.8333333,0.47777775,1.2777777,1.7074063,19.296297,15.444445,18.444445,24,-11.555555,-2.5555556,14.111111,24,0.3576681,2.4584713,1,0
138,203,9,0,0,1.666667,1.6465453,2.2777781,1.8787308,11.259259,8.777778,8.111112,16.88889,-7.4444447,-9.444445,16.88889,16.88889,0.53894526,2.019747,0,0
136,216,9,0.11111111,0,2.7777774,1.3277673,2.7222226,2.984528,15.074074,11.444445,13.222222,20.555555,-10.888889,-5.5555553,16.444445,20.555555,0.44167453,2.2845712,0,0
135,211,9,0,0,1.8888885,1.3277655,2.1666663,1.1498789,17.962963,14.444445,16.333334,23.11111,-10.555555,-4.888889,15.444445,23.11111,0.37555233,2.3275452,1,0
132,223,9,0,0,2.1111112,0.72008204,1.7777777,0.9349196,16.518518,13.222222,13.444445,22.88889,-9.888889,-9.222222,19.11111,22.88889,0.43312526,2.1195462,1,0
131,208,9,0,0,1.388889,0.41851857,0.611111,0.24074061,16.185184,12.777778,15,20.777779,-10.222222,-3.5555556,13.777778,20.777779,0.3831675,2.3919957,1,0
131,234,9,0,0,0.8333333,0.29999986,0.88888884,0.60740733,5.740741,4,4.4444447,8.777778,-5.2222223,-3.8888888,9.111111,8.777778,0.55661374,2.1935678,0,0
131,214,9,0,0,0.77777773,0.6518515,1.2777777,0.24074058,6.814815,5,4.7777777,10.666667,-5.4444447,-6.111111,11.555555,10.666667,0.5681624,2.0583289,0,0
130,189,9,0,0,0.888889,0.34074098,1.1666669,0.92222214,12,9.444445,10.111111,16.444445,-7.6666665,-5.6666665,13.333333,16.444445,0.43944263,2.194143,1,0
129,176,9,0,0,1.4444443,0.65546167,2.722222,1.5408025,22.74074,19.444445,19.777779,29,-9.888889,-8.888889,18.777779,29,0.33502117,2.1269014,0,0
128,175,9,0,0,2.1666667,4.2111096,2.7222214,4.3296275,23.777779,20.88889,21.777779,28.666666,-8.666667,-6,14.666667,28.666666,0.2849537,2.2635381,0,0
128,196,9,0,0,1.666667,1.2444435,1.8888887,3.851853,19.62963,15.666667,18.555555,24.666666,-11.888889,-3.2222223,15.111111,24.666666,0.36529657,2.4373393,0,0
126,237,9,0,0,0.94444436,0.24074084,1.0000001,0.48888868,5.7777777,4.2222223,4.2222223,8.888889,-4.6666665,-4.6666665,9.333333,8.888889,0.5538119,2.0972314,1,0
124,183,9,0,0,1.7777778,0.4296295,2.2777774,4.196296,18.185184,14.222222,17.11111,23.222221,-11.888889,-3.2222223,15.111111,23.222221,0.38988227,2.4280221,1,0
124,201,9,0,0,1.944445,1.9597805,2.0555556,1.306678,17.88889,14,14.888889,24.777779,-11.666667,-9,20.666666,24.777779,0.43971756,2.1769927,0,0
121,237,9,0,0,1.3333331,1.155555,1.5555553,0.785185,7.4814816,6.111111,5.111111,11.222222,-4.111111,-7.111111,11.222222,11.222222,0.55723476,1.9384677,0,0
120,227,9,0,0,1.4444442,1.186342,1.8888887,0.80737346,12.62963,9.444445,11,17.444445,-9.555555,-4.888889,14.444445,17.444445,0.45836443,2.2918468,0,0
119,181,9,0.11111111,0,0.7777774,0.7503084,3.277777,1.6113026,21.407408,16.555555,19.666668,28,-14.555555,-5.2222223,19.777779,28,0.40955147,2.3788457,1,0
119,169,9,0,0,1.166667,0.98319227,0.9999997,0.91893625,25.962963,20.88889,25,32,-15.222222,-2.8888888,18.11111,32,0.34778315,2.4790645,0,0
118,167,9,0.11111111,0,0.88888866,0.5185182,2.0555553,0.99629617,14.592592,12.888889,13.777778,17.11111,-5.111111,-2.4444444,7.5555553,17.11111,0.24844901,2.3057292,0,0
117,246,9,0,0,2.277778,5.6185174,2.6666665,5.866666,15.444445,12,14.333333,20,-10.333333,-3.3333333,13.666667,20,0.3959547,2.395692,0,0
117,224,9,0,0,3.0555556,2.5596585,3.0555556,3.0215273,20.25926,15.444445,17.777779,27.555555,-14.444445,-7.4444447,21.88889,27.555555,0.44151622,2.3041532,1,0
117,224,9,0,0,3.0555556,2.5596585,3.0555556,3.0215273,20.25926,15.444445,17.777779,27.555555,-14.444445,-7.4444447,21.88889,27.555555,0.44151622,2.3041532,1,0
116,203,9,0,0,3.0555553,1.9484084,2.9444437,1.7564695,19.518518,15.444445,17.666668,25.444445,-12.222222,-5.5555553,17.777779,25.444445,0.39386794,2.320382,1,0
116,238,9,0,0,1.1666665,0.87777746,1.0555556,2.2851841,8.518518,7.4444447,5.6666665,12.444445,-3.2222223,-8.555555,11.777778,12.444445,0.54054004,1.8447257,0,0
116,245,9,0.11111111,0,1.3888888,0.5518514,2.222222,3.940739,14.222222,11.111111,13.111111,18.444445,-9.333333,-3.3333333,12.666667,18.444445,0.38969478,2.3954313,0,0
116,245,9,0,0,2.277778,1.1626909,2.2777777,1.496911,16.37037,13.555555,14.333333,21.222221,-8.444445,-6.111111,14.555555,21.222221,0.38490298,2.1980507,1,0
116,211,9,0,0,1.722222,1.1296293,1.6111113,1.7074069,13.740741,11.111111,12.333333,17.777779,-7.888889,-4.2222223,12.111111,17.777779,0.37534603,2.2920406,0,0
115,183,9,0,0,1.055555,0.7722019,4.722222,1.0201681,19.851852,14.555555,19,26,-15.888889,-2.5555556,18.444445,26,0.44994184,2.5068066,0,0
115,183,9,0,0,0.77777797,0.38518497,1.9999996,1.4666661,18.11111,14,17.333334,23,-12.333333,-2.3333333,14.666667,23,0.39236423,2.4831982,0,0
115,182,9,0,0,0.5555558,1.0470418,0.7222228,1.1434194,17.592592,15.444445,14,23.333334,-6.4444447,-10.777778,17.222221,23.333334,0.39944676,1.9375944,0,0
115,156,9,0,0,0.3888887,0.38968167,1.0555553,0.6469302,24.25926,17.222223,26,29.555555,-21.11111,5.2222223,15.888889,29.555555,0.41732758,2.8434196,1,0
115,202,9,0.11111111,0,1.611111,0.24074046,2.388889,2.596295,15.148149,11.666667,14,19.777779,-10.444445,-3.4444444,13.888889,19.777779,0.40993193,2.401137,1,0
114,181,9,0,0,1.1111107,0.38518563,0.88888866,1.0962963,19.925926,15.888889,18.777779,25.11111,-12.111111,-3.4444444,15.555555,25.11111,0.36658052,2.420823,0,0
114,238,9,0,0,1.666667,1.1352924,1.4444445,1.0680548,13.62963,11.111111,10.666667,19.11111,-7.5555553,-8.888889,16.444445,19.11111,0.46145898,2.0466826,1,0
114,242,9,0,0,2.7222223,2.4532676,4.6666675,1.9206476,24.074074,19.222221,22.444445,30.555555,-14.555555,-4.888889,19.444445,30.555555,0.3716949,2.395778,0,0
112,201,9,0,0,2.833333,1.2952907,3.111111,1.7847089,21.296297,16.666668,20.333334,26.88889,-13.888889,-2.8888888,16.777779,26.88889,0.3819119,2.4679377,1,0
111,246,9,0,0,3.166667,2.0949678,5.833334,4.113663,25.88889,21.11111,22.444445,34.11111,-14.333333,-10.333333,24.666666,34.11111,0.38897294,2.2140112,0,0
111,235,9,0,0,1.6111107,1.3074071,2.7222216,2.5518525,15.62963,11.777778,15.888889,19.222221,-11.555555,0.7777778,10.777778,19.222221,0.3880957,2.6707714,1,0
110,189,9,0,0,1.0000004,0.66666675,1.2222223,1.1863422,12.925926,10.888889,9.222222,18.666668,-6.111111,-11.111111,17.222221,18.666668,0.50813884,1.9108642,1,0
110,174,9,0,0,0.38888884,0.06296291,1.7222222,0.15185165,13.481482,10.888889,12.555555,17,-7.7777777,-2.7777777,10.555555,17,0.35929558,2.3778543,1,0
108,212,9,0,0,1.9999999,1.4222214,1.5555555,1.985185,8.037037,6,6.7777777,11.333333,-6.111111,-3.7777777,9.888889,11.333333,0.51339465,2.2426493,1,0
107,210,9,0,0,0.9444445,0.5962963,1.8333335,0.65555495,15.111111,11.222222,14.222222,19.88889,-11.666667,-2.6666667,14.333333,19.88889,0.43576914,2.4615993,1,0
107,226,9,0,0,1.5555557,3.0962965,3.5555556,2.5629618,7.851852,5.7777777,6.5555553,11.222222,-6.2222223,-3.8888888,10.111111,11.222222,0.5268813,2.2593977,1,0
106,193,9,0,0,1.0555557,0.9525794,0.888889,0.6206331,14.444445,11.666667,12.555555,19.11111,-8.333333,-5.6666665,14,19.11111,0.38886335,2.2100549,1,0
103,216,9,0,0,0.88888884,0.6518517,2.1666663,1.1444442,14.555555,10.888889,13.666667,19.11111,-11,-2.6666667,13.666667,19.11111,0.43169576,2.4475467,1,0
103,226,9,0,0,1.722222,1.7074074,1.6111108,1.7518508,13.481482,10.222222,11.888889,18.333334,-9.777778,-4.7777777,14.555555,18.333334,0.44245604,2.3038533,0,0
103,195,9,0.11111111,0,2.0555556,1.5740733,2.0555556,3.7962956,8.518518,6.3333335,6.888889,12.333333,-6.5555553,-4.888889,11.444445,12.333333,0.5016835,2.1870224,1,0
103,174,9,0.11111111,0,1.4444447,1.1674602,1.6666666,1.2649112,23.185184,20.666668,19.88889,29,-7.5555553,-9.888889,17.444445,29,0.32797024,2.0336978,0,0
103,216,9,0,0,1.4999999,0.56666666,0.8333332,1.1888888,7.0740743,5.111111,5,11.111111,-5.888889,-6.2222223,12.111111,11.111111,0.59312356,2.0792952,1,0
103,237,9,0,0,1.0000001,0.4444444,0.5555555,0.47407398,8,6.5555553,5.6666665,11.777778,-4.3333335,-7,11.333333,11.777778,0.5229992,1.9465016,0,0
103,216,9,0,0,0.88888884,0.6518517,2.1666663,1.1444442,14.555555,10.888889,13.666667,19.11111,-11,-2.6666667,13.666667,19.11111,0.43169576,2.4475467,0,0
102,203,9,0,0,0.6666665,0.760117,1.3333331,0.8944272,9.777778,7.4444447,6.4444447,15.444445,-7,-10,17,15.444445,0.5918262,1.9847853,0,0
101,197,9,0,0,3.5555553,7.54074,4.9444447,6.418518,21.25926,17.444445,18.777779,27.555555,-11.444445,-7.4444447,18.88889,27.555555,0.39488608,2.2430942,0,0
100,155,9,0,0,0.49999967,0.45946836,0.8333333,0.349603,23.333334,20,20.666668,29.333334,-10,-8,18,29.333334,0.31808975,2.1693969,1,0
99,160,9,0,0,2,0.84327424,3.055555,2.3609476,28.037037,21.11111,29.666666,33.333336,-20.777779,4.888889,15.888889,33.333336,0.36751375,2.8271055,1,0
97,186,9,0,0,1.1666671,0.6912147,1.1666671,1.0055404,15.592592,13.888889,11.777778,21.11111,-5.111111,-11.444445,16.555555,21.11111,0.44266057,1.8636538,0,0
97,176,9,0,0,0.77777797,0.6554612,2.3888893,1.3066785,22.185184,19,19.777779,27.777779,-9.555555,-7.2222223,16.777779,27.777779,0.31604066,2.1798449,0,0
96,236,9,0,0,1.7222222,3.840741,1.7222223,1.1296297,13.962963,10.777778,12.444445,18.666668,-9.555555,-4.5555553,14.111111,18.666668,0.42423514,2.3206298,1,0
94,224,9,0,0,1.3888887,1.8407407,0.9444442,0.5518519,13.444445,10,11.888889,18.444445,-10.333333,-4.6666665,15,18.444445,0.45764294,2.3281083,0,0
94,215,9,0,0,3.1111114,5.0962954,1.6111113,1.1296293,17.185184,14.333333,14.333333,22.88889,-8.555555,-8.555555,17.11111,22.88889,0.4043918,2.1051967,0,0
94,246,9,0,0,2.3333333,1.6193275,2.7222223,0.77220213,22.814816,18.88889,19.666668,29.88889,-11.777778,-9.444445,21.222221,29.88889,0.37479976,2.1589146,0,0
93,236,9,0.11111111,0,1.7777777,2.6962965,1.9999999,0.93333334,12.518518,9.555555,10.777778,17.222223,-8.888889,-5.2222223,14.111111,17.222223,0.44724658,2.2671974,0,0
93,231,9,0,0,2.4444444,2.42963,2.6666667,3.1555562,12.296296,8.777778,11.111111,17,-10.555555,-3.5555556,14.111111,17,0.48521596,2.3913069,1,0
93,236,9,0.11111111,0,1.7777777,2.6962965,1.9999999,0.93333334,12.518518,9.555555,10.777778,17.222223,-8.888889,-5.2222223,14.111111,17.222223,0.44724658,2.2671974,1,0
91,247,9,0,0,2.6666665,1.2472191,2.222222,1.4246507,12.62963,9.555555,12.444445,15.888889,-9.222222,-0.5555556,9.777778,15.888889,0.4018332,2.55309,0,0
90,189,9,0,0,0.88888884,0.7793635,1.0555555,0.82775915,12.888889,10.444445,9.444445,18.777779,-7.3333335,-10.333333,17.666666,18.777779,0.49709514,1.9855517,0,0
90,237,9,0,0,2.4444444,1.327766,2.7222216,2.678446,22.222221,17.555555,19.666668,29.444445,-14,-7.6666665,21.666666,29.444445,0.41374576,2.2802892,1,0
89,221,9,0,0,1.3888888,1.4851848,1.4444445,1.5851862,14.074074,10.666667,12.444445,19.11111,-10.222222,-4.888889,15.111111,19.11111,0.44601154,2.3172119,0,0
89,221,9,0,0,1.3888888,1.4851848,1.4444445,1.5851862,14.074074,10.666667,12.444445,19.11111,-10.222222,-4.888889,15.111111,19.11111,0.44601154,2.3172119,1,0
88,211,9,0.22222222,0,1.388889,0.87981474,2.4444444,1.4555134,10.814815,8.888889,7.6666665,15.888889,-5.7777777,-9.444445,15.222222,15.888889,0.52432793,1.9408315,1,0
86,194,9,0,0,1.777778,1.2740743,1.8888888,0.38518524,16.777779,13.222222,16.666668,20.444445,-10.666667,-0.33333334,11,20.444445,0.35213172,2.5931067,1,0
86,187,9,0,0,1.1111108,0.7200825,1.4444445,0.750309,13.740741,11.666667,10.333334,19.222221,-6.2222223,-10.222222,16.444445,19.222221,0.46332908,1.9414649,1,0
85,225,9,0,0,1.5,1.0055401,1.6111113,1.2895594,16.185184,14.444445,12.777778,21.333334,-5.2222223,-10.222222,15.444445,21.333334,0.40115124,1.8910155,0,0
85,223,9,0.11111111,0,1.7777776,1.0470417,1.9444445,1.5116831,14.740741,12.666667,11.555555,20,-6.2222223,-9.555555,15.777778,20,0.42312294,1.9665359,0,0
81,229,9,0.11111111,0,2.4444444,0.7851852,2.0555553,3.218518,10.925926,7.4444447,10.666667,14.666667,-10.444445,-0.7777778,11.222222,14.666667,0.49614197,2.5574577,1,0
80,203,9,0,0,1.3888887,0.74286735,1.9444443,1.5263122,12.407408,10,9,18.222221,-7.2222223,-10.222222,17.444445,18.222221,0.5144446,1.9867483,0,0
80,184,9,0,0,3.444444,11.851854,4.166667,5.8555503,17.62963,13.555555,17.11111,22.222221,-12.222222,-1.5555556,13.777778,22.222221,0.39835298,2.524273,0,0
76,198,9,0,0,1.7777778,1.2049282,1.5000001,0.69121444,14.555555,12.111111,11.777778,19.777779,-7.3333335,-8.333333,15.666667,19.777779,0.4115727,2.0556724,0,0
76,249,9,0.11111111,0,2.0555558,2.0629644,2.3333335,5.5111136,13.37037,12.222222,13.111111,14.777778,-3.4444444,-0.7777778,4.2222223,15,0.20324889,2.5634372,1,0
75,226,9,0,0,2.2222226,0.6554613,1.611111,1.0201668,16.703703,15.333333,13,21.777779,-4.111111,-11.111111,15.222222,21.777779,0.40474883,1.8223403,1,0
75,240,9,0,0,2.4444444,1.9512578,2.1111114,1.3608272,21.148148,17,17.88889,28.555555,-12.444445,-9.777778,22.222221,28.555555,0.41721755,2.1755219,1,0
74,215,9,0,0,0.44444457,0.074074075,0.50000006,0.12222217,6.9259257,5.111111,4.4444447,11.222222,-5.4444447,-7.4444447,12.888889,11.222222,0.6037037,1.9911573,1,0
73,164,9,0,0,0.94444436,0.5741329,1.888889,1.0470407,23.148148,21.777779,19.11111,28.555555,-4.111111,-12.111111,16.222221,28.555555,0.330345,1.7983025,1,0
72,191,9,0.11111111,0,1.2777777,0.5074075,3.1111114,4.6074066,15.185185,12.111111,14.888889,18.555555,-9.222222,-0.8888889,10.111111,18.555555,0.3503698,2.545329,0,0
72,191,9,0.11111111,0,1.2777777,0.5074075,3.1111114,4.6074066,15.185185,12.111111,14.888889,18.555555,-9.222222,-0.8888889,10.111111,18.555555,0.3503698,2.545329,0,0
72,235,9,0.11111111,0,2.8333328,1.7480147,5.277778,3.1369953,15.074074,12,15,18.222221,-9.222222,-0.22222222,9.444445,18.222221,0.34748083,2.5860178,1,0
72,222,9,0.11111111,0,2.3888888,2.6407404,1.611111,2.2851844,14.962963,11.666667,13.111111,20.11111,-9.888889,-5.5555553,15.444445,20.11111,0.4254409,2.2809224,1,0
71,180,9,0.11111111,0,1.222222,0.5629625,3,1.8666646,22.333334,18.333334,21.444445,27.222221,-12,-2.6666667,14.666667,27.222221,0.3273826,2.4538307,1,0
71,187,9,0,0,2,1.6329935,3.555555,1.8698399,18.666666,14.666667,16.222223,25.11111,-12,-7.3333335,19.333334,25.11111,0.43121487,2.2543035,1,0
71,180,9,0.11111111,0,1.222222,0.5629625,3,1.8666646,22.333334,18.333334,21.444445,27.222221,-12,-2.6666667,14.666667,27.222221,0.3273826,2.4538307,1,0
68,172,9,0,0,1.0555553,1.0628396,2.3333337,1.6996722,30.11111,24.555555,30.11111,35.666668,-16.666666,0,16.666666,35.666668,0.31229463,2.6178014,0,0
63,220,9,0,0,3.055556,15.2629595,3.6666667,6.0888896,8.185185,6.5555553,6.4444447,11.555555,-4.888889,-5.2222223,10.111111,11.555555,0.48671728,2.0931497,1,0
63,179,9,0,0,0.6666668,0.22222233,1.5555557,0.5629631,11.814815,9.777778,9.444445,16.222223,-6.111111,-7.111111,13.222222,16.222223,0.41976216,2.04457,1,0
63,201,9,0,0,1.4444445,0.9185186,0.94444424,0.5518518,7.7777777,6.2222223,5.5555553,11.555555,-4.6666665,-6.6666665,11.333333,11.555555,0.54320127,1.9829868,0,0
63,220,9,0,0,3.055556,15.2629595,3.6666667,6.0888896,8.185185,6.5555553,6.4444447,11.555555,-4.888889,-5.2222223,10.111111,11.555555,0.48671728,2.0931497,1,0
63,158,9,0.11111111,0,0.99999934,1.0540929,1.888889,1.29386,22.185184,16.444445,22.222221,27.88889,-17.222221,0.11111111,17.11111,27.88889,0.41181073,2.6247067,1,0
63,201,9,0,0,1.4444445,0.9185186,0.94444424,0.5518518,7.7777777,6.2222223,5.5555553,11.555555,-4.6666665,-6.6666665,11.333333,11.555555,0.54320127,1.9829868,1,0
62,223,9,0,0,2.5,5.722223,1.6666666,2.4444442,6.6666665,4.888889,4.666667,10.444445,-5.3333335,-6,11.333333,10.444445,0.5931498,2.0465877,1,0
62,223,9,0,0,2.5,5.722223,1.6666666,2.4444442,6.6666665,4.888889,4.666667,10.444445,-5.3333335,-6,11.333333,10.444445,0.5931498,2.0465877,0,0
62,224,9,0,0,0.9444445,1.083547,2.3333335,1.6329932,14.62963,13.222222,11.444445,19.222221,-4.2222223,-9.555555,13.777778,19.222221,0.40896538,1.8601909,0,0
60,181,9,0.11111111,0,1.6666666,1.2000005,2.6666667,2.0888875,19.62963,17.11111,17.88889,23.88889,-7.5555553,-5.2222223,12.777778,23.88889,0.28569087,2.1891353,1,0
60,181,9,0.11111111,0,1.6666666,1.2000005,2.6666667,2.0888875,19.62963,17.11111,17.88889,23.88889,-7.5555553,-5.2222223,12.777778,23.88889,0.28569087,2.1891353,0,0
58,232,9,0,0,2.5000005,1.4555542,2.5555556,0.829629,14.703704,11.222222,13.555555,19.333334,-10.444445,-3.4444444,13.888889,19.333334,0.42348316,2.402851,0,0
58,217,9,0,0,1.3888888,1.06284,1.6666665,1.3498971,11.925926,9.777778,9,17,-6.4444447,-8.777778,15.222222,17,0.48659843,2.0066419,1,0
57,229,9,0,0,2.7222226,2.0593057,3.4444447,1.4089648,14.62963,12,13.555555,18.333334,-7.888889,-3.2222223,11.111111,18.333334,0.3476919,2.3504374,1,0
57,177,9,0,0,0.94444495,0.55185163,1.4444443,1.71852,19.592592,15.777778,18.444445,24.555555,-11.444445,-3.4444444,14.888889,24.555555,0.3589904,2.413262,0,0
57,177,9,0,0,0.94444495,0.55185163,1.4444443,1.71852,19.592592,15.777778,18.444445,24.555555,-11.444445,-3.4444444,14.888889,24.555555,0.3589904,2.413262,1,0
56,243,9,0,0,2.2222223,5.274073,2.5555556,0.829629,6.4814816,5.111111,4.888889,9.444445,-4.111111,-4.7777777,8.888889,9.444445,0.52543694,2.0336287,0,0
55,209,9,0.11111111,0,1.8333331,1.2952907,1.3888888,0.99814624,12.518518,10.333334,10.333334,16.88889,-6.5555553,-6.5555553,13.111111,16.88889,0.40790388,2.0992203,1,0
52,170,9,0,0,0.55555564,0.4554201,0.94444436,0.38968262,25.444445,20.11111,25.333334,30.88889,-16,-0.33333334,16.333334,30.88889,0.34911168,2.6040132,0,0
52,170,9,0,0,0.55555564,0.4554201,0.94444436,0.38968262,25.444445,20.11111,25.333334,30.88889,-16,-0.33333334,16.333334,30.88889,0.34911168,2.6040132,1,0
52,185,9,0,0,1.6666666,1.4222219,0.94444436,0.95185256,19.25926,14.888889,18.222221,24.666666,-13.111111,-3.1111112,16.222221,24.666666,0.39645794,2.4518359,0,0
51,237,9,0.11111111,0,2.5555556,2.5356712,2.3333333,1.2292727,14.148149,11.111111,13,18.333334,-9.111111,-3.4444444,12.555555,18.333334,0.39798474,2.3784301,1,0
49,240,9,0,0.11111111,3.0555553,1.638654,2.0555556,1.7437719,20.444445,15.222222,18.777779,27.333334,-15.666667,-5,20.666666,27.333334,0.44580838,2.4207911,1,0
49,148,9,0,0,0.7777777,0.25185102,6.6666665,33.422226,15.962963,12,16.88889,19,-11.888889,2.7777777,9.111111,19.444445,0.4037081,2.9124804,0,0
48,173,9,0,0,1.1666666,1.0697874,1.4444447,1.6420407,19.222221,16.444445,16.444445,24.777779,-8.333333,-8.333333,16.666666,24.777779,0.34965578,2.0995574,0,0
48,192,9,0,0,1.2222224,1.0074071,2.8888886,4.8296304,9.962963,8.666667,7.4444447,13.777778,-3.8888888,-7.5555553,11.444445,13.777778,0.47623578,1.908457,1,0
47,232,9,0,0,1.2777778,1.254621,1,0.8944273,12.703704,11,9,18.11111,-5.111111,-11.111111,16.222221,18.11111,0.50096595,1.875362,0,0
47,175,9,0,0,1.3333327,0.78881073,1.166666,0.88819396,23.74074,18.666668,23.777779,28.777779,-15.222222,0.11111111,15.111111,28.777779,0.35148725,2.630157,1,0
47,215,9,0,0,3.1111114,1.7847089,3.3888893,2.4075494,17.185184,14.444445,15.666667,21.444445,-8.222222,-4.5555553,12.777778,21.444445,0.34176603,2.2660944,1,0
47,209,9,0,0,1.7222222,1.2895589,1.388889,0.92895794,11.62963,9.555555,9.222222,16.11111,-6.2222223,-7.2222223,13.444445,16.11111,0.46432462,2.0609548,0,0
46,235,9,0,0,1.9444445,1.8407409,1.7222223,3.574073,10.888889,7.5555553,9.333334,15.777778,-10,-4.6666665,14.666667,15.777778,0.5203994,2.3162425,1,0
46,238,9,0,0,1.0555557,0.8277594,2.166667,1.8226967,13.259259,9.666667,12.666667,17.444445,-10.777778,-1.7777778,12.555555,17.444445,0.44550914,2.5082257,1,0
45,185,9,0.11111111,0,2.1666663,3.7222214,1.9444442,2.6851857,18.666666,14.666667,17.11111,24.222221,-12,-4.6666665,16.666666,24.222221,0.40087178,2.3618267,0,0
44,187,9,0,0,1.4444448,0.3442649,0.8333335,1.0274024,15.222222,13.222222,12.777778,19.666668,-6,-7.3333335,13.333333,19.666668,0.35552603,2.038483,0,0
44,162,9,0,0,0.88888836,0.4554205,1.9444447,1.3567389,24.518518,19.555555,24.11111,29.88889,-14.888889,-1.2222222,16.11111,29.88889,0.34703225,2.5573888,0,0
44,157,9,0,0,0.83333397,0.30000025,2.9444444,7.6185203,24.296297,19.222221,24.222221,29.444445,-15.222222,-0.22222222,15.444445,29.444445,0.35004318,2.6043034,0,0
44,233,9,0,0,2.2222219,2.1464872,2.111111,1.3277657,14.481482,12.555555,11.333333,19.555555,-5.7777777,-9.444445,15.222222,19.555555,0.42217422,1.9504046,1,0
42,244,9,0.11111111,0,1.111111,1.4707015,1.1111112,1.2590414,12.814815,9.555555,11.666667,17.222223,-9.777778,-3.4444444,13.222222,17.222223,0.44603544,2.3917358,1,0
42,200,9,0,0,0.5555555,0.4296296,0.44444433,0.25185174,7.703704,5.7777777,5.888889,11.444445,-5.7777777,-5.4444447,11.222222,11.444445,0.5153199,2.10726,1,0
39,246,9,0.11111111,0,2.277778,3.2629633,1.8333334,2.4333339,15.37037,12.555555,13.111111,20.444445,-8.444445,-6.7777777,15.222222,20.444445,0.3938387,2.170543,0,0
38,241,9,0,0,2.055556,0.5741337,1.5555559,1.4246509,14.333333,10.888889,14,18.11111,-10.333333,-1,11.333333,18.11111,0.3999011,2.544142,1,0
37,167,9,0,0,0.888889,0.56296337,7.5555553,4.6074057,14.074074,11.666667,16.777779,13.777778,-7.2222223,8.111111,-0.8888889,17.666668,0.31450674,-3.015081,1,0
37,196,9,0,0,1.2777777,0.9981464,1.3333334,0.81649673,13.37037,11.555555,10.444445,18.11111,-5.4444447,-8.777778,14.222222,18.11111,0.4302431,1.9567721,0,0
36,243,9,0.11111111,0,1.888889,1.8518513,2,0.7111104,13.333333,9.888889,12.111111,18,-10.333333,-3.6666667,14,18,0.4522286,2.3683105,1,0
36,243,9,0.11111111,0,1.888889,1.8518513,2,0.7111104,13.333333,9.888889,12.111111,18,-10.333333,-3.6666667,14,18,0.4522286,2.3683105,1,0
35,167,9,0,0,1.611111,0.9289586,1.5,1.130388,19.037037,16.777779,15.666667,24.666666,-6.7777777,-10.111111,16.88889,24.666666,0.36550307,1.9715719,1,0
34,169,9,0,0,0.8333333,0.5055251,1.6111112,0.8798151,12.814815,10.666667,9.777778,18,-6.4444447,-9.111111,15.555555,18,0.46356925,1.9931829,1,0
34,164,9,0,0,0.888889,0.40368673,1.2777778,0.49065349,11.333333,9.222222,10.333334,14.444445,-6.3333335,-3,9.333333,14.444445,0.367923,2.291118,1,0
34,196,9,0,0,1.3888888,2.0185175,2.3888886,1.2185196,15.703704,12.444445,15.111111,19.555555,-9.777778,-1.7777778,11.555555,19.555555,0.36523178,2.511766,0,0
34,242,9,0,0,1.611111,1.638653,2.4444447,1.1088866,14.814815,11.333333,15.666667,17.444445,-10.444445,2.5555556,7.888889,17.444445,0.35316142,2.835614,1,0
32,240,9,0,0,1.2777776,1.540803,2.2777777,1.7051125,12.148149,9.777778,9.333334,17.333334,-7.111111,-8.444445,15.555555,17.333334,0.47067475,2.0438652,1,0
30,251,9,0,0,2.444444,1.8816857,8,1.6055425,20.666666,21.444445,17.777779,22.777779,2.3333333,-8.666667,6.3333335,22.777779,0.23141664,1.2870604,1,0
29,195,9,0,0,0.44444433,0.40368652,0.61111087,0.6804136,16.037037,14.444445,13.333333,20.333334,-4.7777777,-8.111111,12.888889,20.333334,0.34230694,1.9430399,0,0
29,195,9,0,0,0.44444433,0.40368652,0.61111087,0.6804136,16.037037,14.444445,13.333333,20.333334,-4.7777777,-8.111111,12.888889,20.333334,0.34230694,1.9430399,0,0
29,184,9,0,0,1.6111107,1.0628402,2.6666667,1.8973663,13.62963,11.444445,11.333333,18.11111,-6.5555553,-6.888889,13.444445,18.11111,0.3876632,2.080445,0,0
28,162,9,0.11111111,0,1.1666666,0.6236098,1.4444443,1.3277662,25.11111,19.666668,26.11111,29.555555,-16.333334,3,13.333333,29.555555,0.33512673,2.769038,0,0
27,248,9,0.11111111,0,1.611111,0.6469295,3.1666667,1.7224005,15.296296,14.777778,12.888889,18.222221,-1.5555556,-7.2222223,8.777778,18.222221,0.31222734,1.7835119,0,0
26,211,9,0,0,1.6666666,1.4666667,1.6666669,1.8222221,16.37037,13.777778,14.666667,20.666668,-7.7777777,-5.111111,12.888889,20.666668,0.33385554,2.239034,0,0
25,199,9,0,0,1.1111112,0.60740685,1.0555558,0.4629626,17.518518,13.111111,17.88889,21.555555,-13.222222,1.1111112,12.111111,21.555555,0.39300215,2.6901116,1,0
